molecule,n_receptors,group_id,group_size,SMILES,InChIKey,Odors,tags,n_tags
SML0386,7,G016,4,CC1CC=CCCCCCCCCCC(=O)C1,NKMKFQCVDZVEJR-UHFFFAOYSA-N,,frozenset(),0
SML0661,7,G016,4,C1CCCCCCCC(=O)OCCCCCCC1,LOKPJYNMYCVCRM-UHFFFAOYSA-N,"animal, musk, sweet, amber, balsamic","frozenset({'amber', 'sweet', 'musk', 'balsamic', 'animal'})",5
SML0684,7,G016,4,C/C=C/CCCCCCCC#N,RPLWLQJSZFPHGM-NSCUHMNNSA-N,,frozenset(),0
SML0522,5,G017,4,CC(=C)[C@H]1CCC(=CC1)C=O,RUMOYJJNUMEFDD-SNVBAGLBSA-N,"fatty, herbal, spicy, oily, grassy, fresh, green, cherry, minty","frozenset({'fresh', 'fatty', 'spicy', 'oily', 'minty', 'green', 'cherry', 'herbal', 'grassy'})",9
SML0531,5,G017,4,CCCCC/C(=C\C1=CC=CC=C1)/C(OC)OC,QCHZKUPVENJLAW-FYWRMAATSA-N,"floral, green, jasmine","frozenset({'floral', 'green', 'jasmine'})",3
SML0725,5,G017,4,CCOC(=O)C1C(O1)C2=CC=CC=C2,GOMAKLPNAAZVCJ-UHFFFAOYSA-N,"berry, caramellic, fruity, strawberry, sweet","frozenset({'sweet', 'strawberry', 'fruity', 'caramellic', 'berry'})",5
SML0769,5,G017,4,C=CCSS(=O)CC=C,JDLKFOPOAOFWQN-UHFFFAOYSA-N,,frozenset(),0
SML0482,1,G018,4,CC(=O)O[C@@H]1C[C@H]2CC[C@@]1(C2(C)C)C,KGEKLUUHTZCSIP-FOGDFJRCSA-N,,frozenset(),0
SML0502,1,G018,4,CCCCOC(=O)C(C)OC(=O)CCC,NORZZKKLCYMBBF-UHFFFAOYSA-N,"buttery, fruity, sour, sweet, fatty, creamy, green, dairy, cheesy, waxy","frozenset({'fatty', 'sweet', 'dairy', 'cheesy', 'waxy', 'green', 'creamy', 'buttery', 'fruity', 'sour'})",10
SML0507,1,G018,4,CC(=O)OC1CC2CCC1(C2(C)C)C,KGEKLUUHTZCSIP-UHFFFAOYSA-N,"herbal, pine, sweet, cedar, spicy, mentholic, camphoreous, balsamic, woody","frozenset({'cedar', 'spicy', 'camphoreous', 'mentholic', 'sweet', 'pine', 'woody', 'herbal', 'balsamic'})",9
SML0637,1,G018,4,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@H]34,NPAGDVCDWIYMMC-IZPLOLCNSA-N,,frozenset(),0
SML0022,6,G019,4,CCCCCCCCCCCCCCCCCC(=O)OCC,MVLVMROFTAUDAG-UHFFFAOYSA-N,"odorless, waxy","frozenset({'waxy', 'odorless'})",2
SML0564,6,G019,4,C[C@H]1CC[C@@H](C(=O)C1)C(C)C,NFLGAXVYCFJBMK-DTWKUNHWSA-N,"minty, mentholic","frozenset({'mentholic', 'minty'})",2
SML0659,6,G019,4,C[C@H]1CC(C2=C(C1(C)C)C[C@@]3([C@H](C2)O3)C)(C)C,OHHWFLWQMHUVFQ-YNZJMPHRSA-N,,frozenset(),0
SML0720,6,G019,4,C1CCCCOC(=O)CCC1,FTXUQEKXCJSWMO-UHFFFAOYSA-N,,frozenset(),0
SML0024,9,G020,4,CCCCCCCCCCCCCC(=O)OCC,MMKRHZKQPFCLLS-UHFFFAOYSA-N,"fatty, sweet, waxy, orris, violet","frozenset({'fatty', 'sweet', 'waxy', 'orris', 'violet'})",5
SML0037,9,G020,4,CCCCCCCCCCCCCCCCCC(=O)OC,HPEUJPJOZXNMSJ-UHFFFAOYSA-N,"odorless, oily, waxy","frozenset({'waxy', 'odorless', 'oily'})",3
SML0627,9,G020,4,CCCCCCCCCCCCCCCCCC(=O)NCCO,OTGQIQQTPXJQRG-UHFFFAOYSA-N,,frozenset(),0
SML0629,9,G020,4,CCCCCCCCCCCCCCCC(=O)NCCO,HXYVTAGFYLMHSO-UHFFFAOYSA-N,,frozenset(),0
SML0281,5,G021,4,CCC1=CC(=CC=C1)O,HMNKTRSOROOSPP-UHFFFAOYSA-N,"phenolic, musty","frozenset({'musty', 'phenolic'})",2
SML0294,5,G021,4,C=CC1=CC=C(C=C1)O,FUGYGGDSWSUORM-UHFFFAOYSA-N,"medicinal, phenolic, spicy, sweet, musty, meaty, chemical","frozenset({'spicy', 'musty', 'phenolic', 'sweet', 'meaty', 'chemical', 'medicinal'})",7
SML0460,5,G021,4,C[C@@H](C1=CC=CC=C1)O,WAPNOHKVXSQRPX-ZETCQYMHSA-N,"floral, strawberry, hyacinth","frozenset({'floral', 'strawberry', 'hyacinth'})",3
SML0475,5,G021,4,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2O,ZCTQGTTXIYCGGC-UHFFFAOYSA-N,"balsamic, sweet, clean, herbal, oily","frozenset({'oily', 'sweet', 'clean', 'herbal', 'balsamic'})",5
SML0345,6,G022,3,CC(C1=CC=CC=C1)S,QZZBJCFNHPYNKO-UHFFFAOYSA-N,"floral, meaty, sulfurous, tropical","frozenset({'floral', 'meaty', 'sulfurous', 'tropical'})",4
SML0463,6,G022,3,CCCC(=O)OCCC,HUAZGNHGCJGYNP-UHFFFAOYSA-N,"fruity, sweet, pineapple, apricot, ethereal","frozenset({'sweet', 'apricot', 'fruity', 'pineapple', 'ethereal'})",5
SML0572,6,G022,3,CCC(C1=CC=CC=C1)O,DYUQAZSOFZSPHD-UHFFFAOYSA-N,"balsamic, floral, rose, sweet","frozenset({'floral', 'rose', 'balsamic', 'sweet'})",4
SML0417,9,G023,3,CCCCCC(CC)O,NMRPBPVERJPACX-UHFFFAOYSA-N,"earthy, herbal, mushroom, nutty, oily, musty, fermented, spicy, minty, melon, creamy, green, woody, dairy, citrus, waxy","frozenset({'musty', 'spicy', 'melon', 'oily', 'minty', 'earthy', 'nutty', 'mushroom', 'citrus', 'waxy', 'fermented', 'green', 'woody', 'herbal', 'creamy', 'dairy'})",16
SML0442,9,G023,3,CC(CCC=C(C)C)CC=O,NEHNMFOYXAPHSD-UHFFFAOYSA-N,"sweet, dry, aldehydic, floral, herbal, rose, green, citrus, waxy","frozenset({'aldehydic', 'dry', 'sweet', 'citrus', 'waxy', 'green', 'rose', 'herbal', 'floral'})",9
SML0712,9,G023,3,CCCCCCCCCC1CCCC(=O)O1,SKQYTJLYRIFFCO-UHFFFAOYSA-N,"buttery, creamy, fatty, milky, sweet, oily, dairy, cheesy, waxy","frozenset({'fatty', 'oily', 'sweet', 'dairy', 'cheesy', 'waxy', 'milky', 'creamy', 'buttery'})",9
SML0240,8,G024,3,CCCCCCC1CCC(=O)O1,IFYYFLINQYPWGJ-UHFFFAOYSA-N,"coconut, peach, sweet, buttery, fatty, fruity, oily, creamy, fresh, waxy","frozenset({'fatty', 'oily', 'sweet', 'peach', 'coconut', 'waxy', 'creamy', 'buttery', 'fruity', 'fresh'})",10
SML0244,8,G024,3,CCCCCCCC1CCC(=O)O1,PHXATPHONSXBIL-UHFFFAOYSA-N,"ketonic, fatty, fruity, apricot, coconut, creamy, peach, lactonic","frozenset({'fatty', 'peach', 'lactonic', 'ketonic', 'coconut', 'apricot', 'creamy', 'fruity'})",8
SML0330,8,G024,3,CCCCCC(C)O,CETWDUZRCINIHU-UHFFFAOYSA-N,"green, herbal, lemon, sweet, floral, fruity, fresh, citrus","frozenset({'sweet', 'citrus', 'lemon', 'green', 'herbal', 'floral', 'fruity', 'fresh'})",8
SML0457,5,G025,3,CCCCCC[C@H](C)O,SJWFXCIHNDVPSH-QMMMGPOBSA-N,"mushroom, fatty, grape, oily, creamy","frozenset({'fatty', 'oily', 'mushroom', 'grape', 'creamy'})",5
SML0542,5,G025,3,CC(=CCCC(=CCCC(=C)C=C)C)C,JSNRRGGBADWTMC-UHFFFAOYSA-N,,frozenset(),0
SML0703,5,G025,3,C=CCOC(=O)CCC1CCCCC1,TWXUTZNBHUWMKJ-UHFFFAOYSA-N,"fruity, pineapple, sweet, tropical, waxy","frozenset({'sweet', 'tropical', 'waxy', 'fruity', 'pineapple'})",5
SML0121,1,G026,3,CC1C(SC(=N1)C)C,CIEKNJJOENYFQL-UHFFFAOYSA-N,,frozenset(),0
SML0122,1,G026,3,CC1=CN=C(C(=N1)C)C,IAEGWXHKWJGQAZ-UHFFFAOYSA-N,"burnt, cocoa, coffee, nutty, potato, roasted, musty, powdery, hazelnut, earthy","frozenset({'musty', 'cocoa', 'earthy', 'nutty', 'hazelnut', 'potato', 'coffee', 'burnt', 'roasted', 'powdery'})",10
SML0132,1,G026,3,CC1C(=O)C(=C(O1)C)OC,SIMKGHMLPVDSJE-UHFFFAOYSA-N,"caramellic, fruity, sweet, winey, vegetable, musty, meaty, mushroom, potato, cocoa, coffee, brandy","frozenset({'musty', 'sweet', 'cocoa', 'meaty', 'winey', 'mushroom', 'brandy', 'potato', 'coffee', 'fruity', 'caramellic', 'vegetable'})",12
SML0271,3,G027,3,CC1=CC(=C(C=C1)OC)O,IFNDEOYXGHGERA-UHFFFAOYSA-N,"medicinal, phenolic, smoky, sweet, vanilla","frozenset({'smoky', 'phenolic', 'sweet', 'medicinal', 'vanilla'})",5
SML0288,3,G027,3,CC1=CC(=CC=C1)O,RLSSMJSEOOYNOY-UHFFFAOYSA-N,"dry, leathery, medicinal, phenolic, woody","frozenset({'dry', 'phenolic', 'leathery', 'woody', 'medicinal'})",5
SML0514,3,G027,3,COC1=CC(=CC(=C1O)OC)C=O,KCDXJAYRVLXPFO-UHFFFAOYSA-N,"balsamic, floral, smoky, sweet, vanilla, green, woody, chocolate","frozenset({'chocolate', 'smoky', 'sweet', 'green', 'woody', 'floral', 'vanilla', 'balsamic'})",8
SML0013,8,G028,3,CCC1=NC=CN=C1C,LNIMMWYNSBZESE-UHFFFAOYSA-N,"burnt, earthy, green, hazelnut, nutty, potato, roasted, musty, bready","frozenset({'musty', 'earthy', 'nutty', 'bready', 'hazelnut', 'green', 'potato', 'burnt', 'roasted'})",9
SML0071,8,G028,3,CCC1=NC=CN=C1OC,DPCILIMHENXHQX-UHFFFAOYSA-N,"earthy, green, musty, nutty, vegetable","frozenset({'musty', 'earthy', 'nutty', 'green', 'vegetable'})",5
SML0486,8,G028,3,CC1=NC=CN=C1OC,VKJIAEQRKBQLLA-UHFFFAOYSA-N,"hazelnut, nutty, roasted, chocolate","frozenset({'nutty', 'chocolate', 'roasted', 'hazelnut'})",4
SML0182,5,G029,3,CCCCC/C=C\CCC=O,CWRKZMLUDFBPAO-SREVYHEPSA-N,"aldehydic, orange, citrus","frozenset({'aldehydic', 'orange', 'citrus'})",3
SML0470,5,G029,3,CCCCCCC=C,KWKAKUADMBZCLK-UHFFFAOYSA-N,gasoline,frozenset({'gasoline'}),1
SML0518,5,G029,3,CCCC/C=C\CCC=O,QPULDJYQYDGZEI-WAYWQWQTSA-N,,frozenset(),0
SML0266,2,G030,3,COC1=C(C(=CC=C1)OC)O,KLIDCXVFHGNTTM-UHFFFAOYSA-N,"medicinal, phenolic, smoky, woody, sweet, powdery, balsamic","frozenset({'smoky', 'phenolic', 'sweet', 'woody', 'powdery', 'medicinal', 'balsamic'})",7
SML0492,2,G030,3,CCC1=CC=CC=C1O,IXQGCWUGDFDQMF-UHFFFAOYSA-N,"phenolic, sweet","frozenset({'phenolic', 'sweet'})",2
SML0626,2,G030,3,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@]34C,MUMGGOZAMZWBJJ-DYKIIFRCSA-N,,frozenset(),0
SML0390,1,G031,3,C1CCCCOC(=O)CCCCC/C=C\CCC1,NVIPUOMWGQAOIT-RQOWECAXSA-N,"musk, musty, animal","frozenset({'musty', 'musk', 'animal'})",3
SML0599,1,G031,3,C1CCC/C=C\CCCCCCC(=O)CCC1,ZGEHHVDYDNXYMW-UPHRSURJSA-N,"dry, animal, floral, tobacco, balsamic, musk, waxy","frozenset({'dry', 'tobacco', 'waxy', 'musk', 'floral', 'balsamic', 'animal'})",7
SML0601,1,G031,3,CC1C/C=C/CCCCCCCCCC(=O)C1,NKMKFQCVDZVEJR-CSKARUKUSA-N,"animal, musk, soapy","frozenset({'soapy', 'musk', 'animal'})",3
SML0020,10,G032,3,CCCCCCCCCCCC(=O)OCC,MMXKVMNBHPAILY-UHFFFAOYSA-N,"fatty, floral, fruity, oily, waxy, sweet, clean, soapy","frozenset({'soapy', 'fatty', 'oily', 'sweet', 'waxy', 'clean', 'floral', 'fruity'})",8
SML0036,10,G032,3,CCCCCCCCCCCCCCCC(=O)OC,FLIACVVOZYBSBS-UHFFFAOYSA-N,"sweet, waxy, orris, fatty, oily","frozenset({'fatty', 'oily', 'sweet', 'waxy', 'orris'})",5
SML0039,10,G032,3,CCCCCCCCCCCCCC(=O)OC,ZAZKJZBWRNNLDS-UHFFFAOYSA-N,"cognac, fatty, oily, orris, waxy","frozenset({'fatty', 'oily', 'waxy', 'orris', 'cognac'})",5
SML0257,4,G033,3,CC/C=C\CCC=O,VVGOCOMZRGWHPI-ARJAWSKDSA-N,"creamy, green, vegetable, fatty, oily, milky, dairy","frozenset({'fatty', 'oily', 'green', 'milky', 'creamy', 'dairy', 'vegetable'})",7
SML0493,4,G033,3,C1OC2=C(O1)C=C(C=C2)CO,BHUIUXNAPJIDOG-UHFFFAOYSA-N,"sweet, vanilla, powdery","frozenset({'powdery', 'vanilla', 'sweet'})",3
SML0585,4,G033,3,COC1CC2CC1C3C2CC(C3)C=O,UOGMZEGKCNHMBF-UHFFFAOYSA-N,"aldehydic, marine, floral, ozone, fresh, woody","frozenset({'aldehydic', 'ozone', 'floral', 'woody', 'marine', 'fresh'})",6
SML0179,4,G034,3,CC/C=C\CC/C=C/C=O,HZYHMHHBBBSGHB-ODYTWBPASA-N,"cucumber, green, leafy, melon, violet, dry, vegetable, fatty","frozenset({'melon', 'fatty', 'dry', 'leafy', 'cucumber', 'green', 'vegetable', 'violet'})",8
SML0181,4,G034,3,CC/C=C\CC/C=C\C=O,HZYHMHHBBBSGHB-KPDBFRNYSA-N,,frozenset(),0
SML0190,4,G034,3,CCCCCCC/C=C/C=C/C=O,QKTZBZWNADPFOL-BNFZFUHLSA-N,"fatty, grapefruit, meaty, orange, citrus","frozenset({'fatty', 'grapefruit', 'meaty', 'orange', 'citrus'})",5
SML0068,2,G035,2,CCC1=NC=C(N=C1CC)C,PSINWXIDJYEXLO-UHFFFAOYSA-N,"chocolate, hazelnut, meaty, nutty, roasted, musty, vegetable, potato, green, earthy","frozenset({'chocolate', 'musty', 'earthy', 'nutty', 'meaty', 'hazelnut', 'green', 'potato', 'roasted', 'vegetable'})",10
SML0745,2,G035,2,CCC1=NC=C(N=C1C)C,JZBCTZLGKSYRSF-UHFFFAOYSA-N,"almond, burnt, chocolate, cocoa, hazelnut, nutty, musty, caramellic, coffee, roasted","frozenset({'chocolate', 'musty', 'cocoa', 'nutty', 'hazelnut', 'almond', 'coffee', 'burnt', 'roasted', 'caramellic'})",10
SML0139,5,G036,2,C[C@@H]1CC[C@H](C(=O)C1)C(C)C,NFLGAXVYCFJBMK-BDAKNGLRSA-N,"sweet, anise, mentholic, herbal, camphoreous, cooling, fresh, green, minty","frozenset({'fresh', 'camphoreous', 'mentholic', 'sweet', 'minty', 'green', 'herbal', 'anise', 'cooling'})",9
SML0685,5,G036,2,CC/C=C\CC/C=C/C#N,DSOXXQLCMAEPEZ-ODYTWBPASA-N,"floral, green","frozenset({'floral', 'green'})",2
SML0065,6,G037,2,CC1=NC=CN=C1,CAWHJQAVHZEVTJ-UHFFFAOYSA-N,"cocoa, fishy, green, musty, nutty, potato, brown, roasted, earthy, chocolate","frozenset({'chocolate', 'musty', 'cocoa', 'earthy', 'nutty', 'fishy', 'green', 'potato', 'roasted', 'brown'})",10
SML0421,6,G037,2,CC1=CC(=C(C=C1)C(C)C)O,MGSRCZKZVOBKFT-UHFFFAOYSA-N,"herbal, medicinal, phenolic, spicy, sweet, chemical, camphoreous","frozenset({'spicy', 'camphoreous', 'phenolic', 'sweet', 'chemical', 'herbal', 'medicinal'})",7
SML0133,13,G038,2,CCC1=NC=CN=C1C(=O)C,PPJSYGVFDJEMRP-UHFFFAOYSA-N,"earthy, hazelnut, meaty, nutty, popcorn, potato, musty","frozenset({'musty', 'earthy', 'meaty', 'nutty', 'hazelnut', 'potato', 'popcorn'})",7
SML0153,13,G038,2,CC1=NC=CN=C1C(=O)C,QUNOTZOHYZZWKQ-UHFFFAOYSA-N,"cocoa, coffee, hazelnut, nutty, popcorn, roasted, vegetable, caramellic","frozenset({'cocoa', 'nutty', 'hazelnut', 'coffee', 'roasted', 'popcorn', 'caramellic', 'vegetable'})",8
SML0678,7,G039,2,CCC(C)(CCCC(C)C)O,DLHQZZUEERVIGQ-UHFFFAOYSA-N,"floral, sweet, fresh, lily, citrus","frozenset({'sweet', 'citrus', 'lily', 'floral', 'fresh'})",5
SML0716,7,G039,2,CCCCCC(CCCC)O,SZMNDOUFZGODBR-UHFFFAOYSA-N,,frozenset(),0
SML0427,8,G040,2,CCCCCCCCCCC(=O)C,LSKONYYRONEBKA-UHFFFAOYSA-N,"citrus, floral, fruity, orange","frozenset({'floral', 'fruity', 'orange', 'citrus'})",4
SML0588,8,G040,2,CCCCCC(/C(=C/CC)/C)O,WSTQLNQRVZNEDV-CSKARUKUSA-N,"fruity, violet, oily, green, lily","frozenset({'oily', 'green', 'lily', 'fruity', 'violet'})",5
SML0296,4,G041,2,CCC1=CC=C(C=C1)O,HXDOZKJGKXYMEW-UHFFFAOYSA-N,"animal, phenolic, woody, smoky, savory","frozenset({'smoky', 'phenolic', 'savory', 'woody', 'animal'})",5
SML0632,4,G041,2,CC(=O)NC1=CC=C(C=C1)O,RZVAJINKPMORJF-UHFFFAOYSA-N,,frozenset(),0
SML0128,1,G042,2,CC1C(=O)C(=C(O1)C)O,INAXVXBDKKUCGI-UHFFFAOYSA-N,"caramellic, fruity, pineapple, roasted, strawberry, sweet, savory, burnt, brown","frozenset({'sweet', 'savory', 'strawberry', 'roasted', 'burnt', 'fruity', 'pineapple', 'caramellic', 'brown'})",9
SML0302,1,G042,2,CCC1C(=O)C(=C(O1)C)O,GWCRPYGYVRXVLI-UHFFFAOYSA-N,"caramellic, sweet","frozenset({'caramellic', 'sweet'})",2
SML0291,2,G043,2,CCCC(CCOC(=O)C)S,JUCARGIKESIVLB-UHFFFAOYSA-N,"fruity, grapefruit, sulfurous, tropical, floral, pear, raspberry","frozenset({'pear', 'tropical', 'grapefruit', 'sulfurous', 'floral', 'fruity', 'raspberry'})",7
SML0356,2,G043,2,CCCCCC(=O)C(C)C(=O)C,BGVBGAIWXAXBLP-UHFFFAOYSA-N,"caramellic, burnt, fruity, hay","frozenset({'fruity', 'caramellic', 'hay', 'burnt'})",4
SML0449,1,G044,2,C[C@]12CC[C@H](C1(C)C)CC2=O,DSSYKIVIOFKYAU-OIBJUYFYSA-N,,frozenset(),0
SML0477,1,G044,2,C[C@@]12CC[C@@H](C1(C)C)CC2=O,DSSYKIVIOFKYAU-XCBNKYQSSA-N,"medicinal, mentholic, herbal, camphoreous, cooling, phenolic, green, woody, minty","frozenset({'camphoreous', 'mentholic', 'phenolic', 'minty', 'green', 'woody', 'herbal', 'cooling', 'medicinal'})",9
SML0280,3,G045,2,CCC(=O)C1=NCCC1,OVNCGQSYSSYBPO-UHFFFAOYSA-N,"roasted, fishy","frozenset({'fishy', 'roasted'})",2
SML0473,3,G045,2,CCCCCC(=O)OCCCCC,WRFZKAGPPQGDDQ-UHFFFAOYSA-N,"apple, fruity, green, pear, pineapple, waxy, sweet, estery, fatty, cognac","frozenset({'pear', 'fatty', 'sweet', 'cognac', 'waxy', 'green', 'apple', 'estery', 'fruity', 'pineapple'})",10
SML0639,2,G046,2,C(C(C=O)O)O,MNQZXJOMYWMBOU-UHFFFAOYSA-N,,frozenset(),0
SML0643,2,G046,2,C(C(C(=O)O)N)N,PECYZEOJVXMISF-UHFFFAOYSA-N,,frozenset(),0
SML0472,4,G047,2,CCCCC/C(=C\C1=CC=CC=C1)/C=O,HMKKIXGYKWDQSV-SDNWHVSQSA-N,floral,frozenset({'floral'}),1
SML0481,4,G047,2,CCCCCC/C(=C\C1=CC=CC=C1)/C=O,GUUHFMWKWLOQMM-NTCAYCPXSA-N,"floral, jasmine, sweet","frozenset({'floral', 'jasmine', 'sweet'})",3
SML0621,3,G048,2,C1CC(=O)NC1,HNJBEVLQSNELDL-UHFFFAOYSA-N,,frozenset(),0
SML0622,3,G048,2,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@H]2O)CCC4=CC(=O)CC[C@]34C,MUMGGOZAMZWBJJ-KZYORJDKSA-N,,frozenset(),0
SML0616,5,G049,2,C(C(=O)O)N,DHMQDGOQFOQNFH-UHFFFAOYSA-N,odorless,frozenset({'odorless'}),1
SML0748,5,G049,2,C1C2CC(C1C=C2)C(=O)O,FYGUSUBEMUKACF-UHFFFAOYSA-N,"fruity, green","frozenset({'fruity', 'green'})",2
SML0485,3,G050,2,CC1=CC=C(C=C1)OC(=O)CC2=CC=CC=C2,OJEQSSJFSNLMLB-UHFFFAOYSA-N,"animal, rose, honey, lily, hyacinth","frozenset({'lily', 'honey', 'rose', 'hyacinth', 'animal'})",5
SML0633,3,G050,2,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,YZXBAPSDXZZRGB-DOFZRALJSA-N,,frozenset(),0
SML0060,10,G051,2,CCCCCCCCCC(=O)OC,YRHYCMZPEVDGFQ-UHFFFAOYSA-N,"cognac, fatty, fruity, oily, winey, fermented, floral","frozenset({'fatty', 'oily', 'winey', 'fermented', 'cognac', 'floral', 'fruity'})",7
SML0336,10,G051,2,CCCCCCCC(=O)C,VKCYHJWLYTUGCC-UHFFFAOYSA-N,"cheesy, coconut, fatty, fruity, herbal, sweet, weedy, fresh, green, earthy, soapy, waxy","frozenset({'soapy', 'fatty', 'sweet', 'weedy', 'earthy', 'coconut', 'cheesy', 'waxy', 'green', 'herbal', 'fruity', 'fresh'})",12
SML0704,10,G052,2,CCCCCCC1CCCC1=O,JTHVYOIHZNYRCC-UHFFFAOYSA-N,"floral, fruity, green, jasmine","frozenset({'floral', 'fruity', 'green', 'jasmine'})",4
SML0717,10,G052,2,CCCCCCCC1CCCC1=O,PJXHBTZLHITWFX-UHFFFAOYSA-N,"fruity, oily, fresh, jasmine, tropical, peach","frozenset({'jasmine', 'oily', 'peach', 'tropical', 'fruity', 'fresh'})",6
SML0400,4,G053,2,C(CCCCC(=O)O)CCCCC(=O)O,LWBHHRRTOZQPDM-UHFFFAOYSA-N,,frozenset(),0
SML0509,4,G053,2,CCC(C)CC(=O)O,IGIDLTISMCAULB-UHFFFAOYSA-N,"cheesy, animal, fruity, acidic, green, sharp","frozenset({'sharp', 'acidic', 'cheesy', 'green', 'fruity', 'animal'})",6
SML0376,2,G054,2,CCCC/C=C\C=C\C=O,ZHHYXNZJDGDGPJ-IGTJQSIKSA-N,"geranium, pungent, green","frozenset({'green', 'geranium', 'pungent'})",3
SML0494,2,G054,2,C1=CC=C2C(=C1)C(=CC(=O)O2)O,VXIXUWQIVKSKSA-UHFFFAOYSA-N,,frozenset(),0
SML0381,1,G055,2,C1=CC=C(C=C1)CC(=O)O,WLJVXDMOQOGPHL-UHFFFAOYSA-N,"animal, honey, sweet, sour, floral, rose, powdery, tobacco, chocolate, waxy","frozenset({'chocolate', 'animal', 'sweet', 'tobacco', 'waxy', 'honey', 'rose', 'floral', 'powdery', 'sour'})",10
SML0625,1,G055,2,C1=CC=C(C=C1)CC(=O)N[C@@H](CCC(=O)N)C(=O)O,JFLIEFSWGNOPJJ-JTQLQIEISA-N,,frozenset(),0
SML0344,12,G056,2,CSCC1=CC=CC=C1,OFQPKKGMNWASPN-UHFFFAOYSA-N,"burnt, horseradish, meaty, roasted, savory, sulfurous, chicken, beefy","frozenset({'meaty', 'savory', 'horseradish', 'roasted', 'burnt', 'sulfurous', 'beefy', 'chicken'})",8
SML0465,12,G056,2,CCOC1=CC=CC=C1,DLRJIFUOBPOJNS-UHFFFAOYSA-N,"anisic, sweet","frozenset({'anisic', 'sweet'})",2
SML0050,1,G057,2,CC1C(=C(C(=O)O1)O)C,UNYNVICDCJHOPO-UHFFFAOYSA-N,"caramellic, sweet, coffee","frozenset({'caramellic', 'coffee', 'sweet'})",3
SML0246,1,G057,2,CCC1C(=C(C(=O)O1)O)C,IUFQZPBIRYFPFD-UHFFFAOYSA-N,"caramellic, sweet, nutty, fruity","frozenset({'fruity', 'nutty', 'caramellic', 'sweet'})",4
SML0035,11,G058,2,CCCCCCCCCCCC(=O)OC,UQDUPQYQJKYHQI-UHFFFAOYSA-N,"mushroom, coconut, creamy, soapy, waxy","frozenset({'soapy', 'coconut', 'mushroom', 'waxy', 'creamy'})",5
SML0445,11,G058,2,CCC/C=C/C=C/C=O,DVVATNQISMINCX-YTXTXJHMSA-N,"citrus, fatty, fruity, green, melon, pear","frozenset({'pear', 'melon', 'fatty', 'citrus', 'green', 'fruity'})",6
SML0208,1,G059,2,CCC(C(C)CO)S,HABNNYNSJFKZFE-UHFFFAOYSA-N,"onion, sulfurous","frozenset({'onion', 'sulfurous'})",2
SML0366,1,G059,2,CCCC(C(C)CO)S,XVFIAOJQUHTZSV-UHFFFAOYSA-N,,frozenset(),0
SML0388,3,G060,2,CC1C/C=C/CCCCCCCCC(=O)C1,ZFGBKXBPHOUSJX-VQHVLOKHSA-N,,frozenset(),0
SML0665,3,G060,2,C1CCC/C=C\CCCCCCCC(=O)CCC1,ZKVZSBSZTMPBQR-UPHRSURJSA-N,"animal, musk, sweet, dry, clean","frozenset({'dry', 'sweet', 'clean', 'musk', 'animal'})",5
SML0425,8,G061,2,CCCCCCC(=O)CC,IYTXKIXETAELAV-UHFFFAOYSA-N,"fruity, grassy, green, herbal, sweet, spicy, leafy, floral, fresh, jasmine","frozenset({'fresh', 'spicy', 'jasmine', 'sweet', 'leafy', 'green', 'herbal', 'floral', 'fruity', 'grassy'})",10
SML0436,8,G061,2,CCCC(=O)SC,GRLJIIJNZJVMGP-UHFFFAOYSA-N,"cheesy, cocoa, fruity, milky, sweet, sulfurous, garlic, cabbage, tomato","frozenset({'sweet', 'cocoa', 'cabbage', 'sulfurous', 'cheesy', 'tomato', 'milky', 'garlic', 'fruity'})",9
SML0543,2,G062,2,CCCC(C)C(=O)OCC,HZPKNSYIDSNZKW-UHFFFAOYSA-N,"fruity, green, melon, pear, pineapple, waxy, natural, fatty, fresh","frozenset({'pear', 'melon', 'fatty', 'waxy', 'green', 'natural', 'fruity', 'pineapple', 'fresh'})",9
SML0550,2,G062,2,CCCCCOC(=O)CC,TWSRVQVEYJNFKQ-UHFFFAOYSA-N,"apple, banana, fruity, pineapple, sweet, tropical, apricot","frozenset({'sweet', 'tropical', 'apricot', 'apple', 'banana', 'fruity', 'pineapple'})",7
SML0008,3,G063,2,CC1=CN=C(C=N1)C,LCZUOKDVTBMCMX-UHFFFAOYSA-N,"chocolate, earthy, roasted, musty, medicinal, cocoa, nutty, grassy, powdery, woody","frozenset({'chocolate', 'musty', 'cocoa', 'earthy', 'nutty', 'roasted', 'woody', 'powdery', 'medicinal', 'grassy'})",10
SML0028,3,G063,2,CC1=CN=CC(=N1)C,HJFZAYHYIWGLNL-UHFFFAOYSA-N,"chocolate, potato, roasted, cocoa, nutty, coffee, beefy, brown, ethereal","frozenset({'chocolate', 'cocoa', 'nutty', 'potato', 'coffee', 'roasted', 'beefy', 'brown', 'ethereal'})",9
