molecule,n_receptors,group_size,SMILES,InChIKey,Odors,tags,n_tags
SML0159,10,1,CCCCCCCO,BBMCTIGTTCKYKF-UHFFFAOYSA-N,"fatty, fresh, green, sweet, musty, vegetable, leafy, banana, herbal, fruity, violet, apple, woody, pungent","frozenset({'fatty', 'musty', 'sweet', 'violet', 'leafy', 'pungent', 'green', 'woody', 'apple', 'banana', 'fruity', 'vegetable', 'fresh', 'herbal'})",14
SML0161,14,1,CCCCCCC(C(=O)O)Br,GTGTXZRPJHDASG-UHFFFAOYSA-N,,frozenset(),0
SML0164,19,1,C1=CC=C(C=C1)CC(=O)[O-],WLJVXDMOQOGPHL-UHFFFAOYSA-M,,frozenset(),0
SML0168,16,1,CC1=CC[C@H](CC1=O)C(=C)C,ULDHMXUKGWMISQ-SECBINFHSA-N,"sweet, herbal, minty","frozenset({'minty', 'sweet', 'herbal'})",3
SML0169,21,1,CC(=CCC/C(=C/C(OC)OC)/C)C,ZSKAJFSSXURRGL-PKNBQFBNSA-N,"citrus, lemon","frozenset({'lemon', 'citrus'})",2
SML0170,8,1,COC1=CC=CC=C1,RDOXTESZEPMUJZ-UHFFFAOYSA-N,"anisic, sweet, gasoline, anise, phenolic, ethereal","frozenset({'anisic', 'phenolic', 'sweet', 'gasoline', 'anise', 'ethereal'})",6
SML0171,7,1,CC(C)CCOC(=O)C,MLFHJEHSLIIPHL-UHFFFAOYSA-N,"banana, fruity, pear, sweet, solvent, estery, ripe","frozenset({'pear', 'sweet', 'ripe', 'solvent', 'banana', 'estery', 'fruity'})",7
SML0172,11,1,C[C@@H](CCC=C(C)C)CCO,QMVPMAAFGQKVCJ-JTQLQIEISA-N,"citrus, floral, fruity, green, rose, sweet, powdery, geranium, waxy","frozenset({'sweet', 'geranium', 'powdery', 'citrus', 'waxy', 'green', 'rose', 'floral', 'fruity'})",9
SML0174,10,1,C[C@H](CCC=C(C)C)CC=O,NEHNMFOYXAPHSD-SNVBAGLBSA-N,"citrus, fresh, green, lemon, woody, herbal","frozenset({'citrus', 'lemon', 'green', 'woody', 'herbal', 'fresh'})",6
SML0177,43,1,C/C=C/C(=O)C1=C(C=CCC1(C)C)C,POIARNZEYGURDG-FNORWQNLSA-N,"apple, floral, fruity, plum, rose, tea, tobacco, sweet, natural, grape, raspberry, green, woody, earthy","frozenset({'sweet', 'tobacco', 'earthy', 'tea', 'green', 'rose', 'natural', 'apple', 'grape', 'floral', 'plum', 'fruity', 'woody', 'raspberry'})",14
SML0180,43,1,CC1=CCCC(C1/C=C/C(=O)C)(C)C,UZFLPKAIBPNNCA-BQYQJAHWSA-N,"balsamic, violet, woody, sweet, floral, fruity, tropical, orris","frozenset({'sweet', 'tropical', 'orris', 'woody', 'floral', 'fruity', 'balsamic', 'violet'})",8
SML0184,29,1,C/C=C/C(=O)C1=C(CCCC1(C)C)C,BGTBFNDXYDYBEY-FNORWQNLSA-N,"honey, plum, rose, tobacco, berry, floral, fruity, woody, minty","frozenset({'minty', 'tobacco', 'honey', 'rose', 'woody', 'floral', 'plum', 'fruity', 'berry'})",9
SML0186,23,1,CC(=CCC/C(=C/CCC(C)(C=C)O)/C)C,FQTLCLSUCSAZDY-SDNWHVSQSA-N,"floral, green, woody, citrus, waxy","frozenset({'citrus', 'waxy', 'green', 'woody', 'floral'})",5
SML0187,25,1,CC1=C(C(CCC1)(C)C)/C=C/C(=O)C,PSQYTAPXSHCGMF-BQYQJAHWSA-N,"fruity, violet, woody, sweet, berry, floral, tropical","frozenset({'sweet', 'tropical', 'woody', 'floral', 'fruity', 'violet', 'berry'})",7
SML0188,20,1,CC(=CCCC(=CCOC(=O)C)C)C,HIGQPQRQIQDZMP-UHFFFAOYSA-N,,frozenset(),0
SML0193,33,1,CCCCCCCCCC(=O)O,GHVNFZFCNZKVNT-UHFFFAOYSA-N,"cheesy, dairy, fatty, waxy, citrus, sour","frozenset({'fatty', 'cheesy', 'citrus', 'waxy', 'dairy', 'sour'})",6
SML0196,5,1,CCCCCCC=O,FXHGMKSSBGDXIY-UHFFFAOYSA-N,"citrus, cognac, fatty, green, nutty, sweet, aldehydic, herbal, ozone, fresh","frozenset({'aldehydic', 'fatty', 'ozone', 'sweet', 'nutty', 'citrus', 'green', 'cognac', 'fresh', 'herbal'})",10
SML0197,3,1,CCCCOC(=O)CCC,XUPYJHCZDLZNFP-UHFFFAOYSA-N,"apple, banana, fruity, pear, pineapple, sweet, ripe, fresh, green, cherry","frozenset({'pear', 'sweet', 'ripe', 'green', 'cherry', 'apple', 'banana', 'fruity', 'pineapple', 'fresh'})",10
SML0200,9,1,CCC(=O)OCC(C)(C)OC(C)C1CCCC(C1)(C)C,LSTSBZKIQFOPHA-UHFFFAOYSA-N,"floral, fruity, pear, woody, musk","frozenset({'pear', 'musk', 'woody', 'floral', 'fruity'})",5
SML0201,2,1,C1CCCCCCCCCCCCCC1,SRONXYPFSAKOGH-UHFFFAOYSA-N,,frozenset(),0
SML0202,11,1,C1CCCCCCCC(CCCCCC1)O,FFVHXGZXDRXFLQ-UHFFFAOYSA-N,,frozenset(),0
SML0203,5,1,CCCCCC(C(C)CO)S,,,frozenset(),0
SML0207,5,1,CCCCCCCC(=O)CCCCCCC,PQYGSSYFJIJDFK-UHFFFAOYSA-N,,frozenset(),0
SML0211,11,1,CCCCOC(=O)C1=CC=CC=C1N,HUIYGGQINIVDNW-UHFFFAOYSA-N,"berry, fruity, grape, sweet, winey, plum, floral, powdery","frozenset({'sweet', 'powdery', 'winey', 'grape', 'floral', 'plum', 'fruity', 'berry'})",8
SML0212,56,1,C1=CC=C(C=C1)/C=C/C=O,KJPRLNWUNMBNBZ-QPJJXVBHSA-N,"cinnamon, spicy, sweet, warm","frozenset({'warm', 'spicy', 'sweet', 'cinnamon'})",4
SML0214,3,1,C=CCOC(=O)CC1=CC=CC=C1,ZCDYAMJXVAUTIM-UHFFFAOYSA-N,"fruity, honey, pineapple, sweet, rummy","frozenset({'sweet', 'rummy', 'honey', 'fruity', 'pineapple'})",5
SML0215,16,1,CCC(=O)OCCCC1=CC=CC=C1,GTNCESCYZPMXCJ-UHFFFAOYSA-N,"balsamic, floral, fruity, hyacinth","frozenset({'floral', 'fruity', 'balsamic', 'hyacinth'})",4
SML0219,52,1,C1=COC(=C1)CSSCC2=CC=CO2,CBJPZHSWLMJQRI-UHFFFAOYSA-N,"coffee, meaty, roasted, sulfurous, chicken, potato, cabbage, onion","frozenset({'cabbage', 'meaty', 'onion', 'potato', 'coffee', 'roasted', 'sulfurous', 'chicken'})",8
SML0220,3,1,C(C(=O)O)S,CWERGRDVMFNCDR-UHFFFAOYSA-N,sulfurous,frozenset({'sulfurous'}),1
SML0221,32,1,CCCCCCCCS,KZCOBXFFBQJQHH-UHFFFAOYSA-N,"meaty, roasted, sulfurous, vegetable","frozenset({'meaty', 'sulfurous', 'vegetable', 'roasted'})",4
SML0222,11,1,CCCCCC1=C(CCC1=O)C,YCIXWYOBMVNGTB-UHFFFAOYSA-N,"floral, fruity, herbal, jasmine, spicy, sweet, woody, powdery","frozenset({'spicy', 'jasmine', 'sweet', 'powdery', 'woody', 'herbal', 'floral', 'fruity'})",8
SML0223,7,1,CCCCCCCC(=O)OCCCCCC,PBGWNXWNCSSXCO-UHFFFAOYSA-N,"fatty, fruity, green, herbal, estery, berry, apple, waxy","frozenset({'fatty', 'waxy', 'green', 'estery', 'herbal', 'apple', 'fruity', 'berry'})",8
SML0225,13,1,C[C@@H]1CC[C@H](CC1=O)C(=C)C,AZOCECCLWFDTAP-RKDXNWHRSA-N,"mentholic, herbal, minty","frozenset({'mentholic', 'minty', 'herbal'})",3
SML0227,103,1,C1=CC=C2C(=C1)C=CC=N2,SMWDFEZZVXVKRB-UHFFFAOYSA-N,"animal, musty, sweet, tobacco, medicinal, earthy, leathery","frozenset({'musty', 'sweet', 'tobacco', 'earthy', 'leathery', 'medicinal', 'animal'})",7
SML0228,11,1,C1CCC(CC1)SSC2CCCCC2,ODHAQPXNQDBHSH-UHFFFAOYSA-N,"berry, cocoa, coffee, green, meaty, musty, onion, alliaceous","frozenset({'musty', 'cocoa', 'meaty', 'alliaceous', 'green', 'onion', 'coffee', 'berry'})",8
SML0229,5,1,C1=CC=NC=C1,JUJWROOIHBZHMG-UHFFFAOYSA-N,"burnt, fishy, sour","frozenset({'fishy', 'burnt', 'sour'})",3
SML0232,2,1,CCC(C)C(=O)/C=C/C,ARJWAURHQDJJAC-GQCTYLIASA-N,"hazelnut, metallic, nutty","frozenset({'metallic', 'nutty', 'hazelnut'})",3
SML0234,11,1,CCC(C)CCC(=O)[O-],DIVCBWJKVSFZKJ-UHFFFAOYSA-M,,frozenset(),0
SML0236,10,1,CC1CCOC(C1)C=C(C)C,CZCBTSFUTPZVKJ-UHFFFAOYSA-N,"earthy, green, rose, vegetable, spicy, floral, herbal, camphoreous, fresh, geranium","frozenset({'spicy', 'camphoreous', 'geranium', 'earthy', 'green', 'rose', 'herbal', 'floral', 'vegetable', 'fresh'})",10
SML0237,3,1,CC(C(=O)C)O,ROWKJAVDOGWPAT-UHFFFAOYSA-N,"buttery, creamy, sweet, fatty, milky, dairy","frozenset({'fatty', 'sweet', 'dairy', 'milky', 'creamy', 'buttery'})",6
SML0239,8,1,CCCCC(C)CCC(=O)O,LEGGANXCVQPIAI-UHFFFAOYSA-N,"musty, fatty, creamy, lactonic, milky, dairy, waxy","frozenset({'fatty', 'musty', 'lactonic', 'waxy', 'milky', 'creamy', 'dairy'})",7
SML0241,6,1,CCCCCCCCC1CCC(=O)O1,WGPCZPLRVAWXPW-UHFFFAOYSA-N,"fatty, fruity, peach, sweet, metallic","frozenset({'fatty', 'sweet', 'peach', 'metallic', 'fruity'})",5
SML0242,9,1,CCCCCC1CCC(=O)O1,OALYTRUKMRCXNH-UHFFFAOYSA-N,"sweet, fatty, coconut, oily, creamy, buttery, waxy","frozenset({'fatty', 'oily', 'sweet', 'coconut', 'waxy', 'creamy', 'buttery'})",7
SML0243,9,1,CCCCC1CCC(=O)O1,IPBFYZQJXZJBFQ-UHFFFAOYSA-N,"coconut, coumarinic, sweet, fatty, creamy, waxy, dairy","frozenset({'fatty', 'coumarinic', 'sweet', 'coconut', 'waxy', 'creamy', 'dairy'})",7
SML0247,9,1,CCCCCCCC1CCCC(=O)O1,QRPLZGZHJABGRS-UHFFFAOYSA-N,"buttery, fatty, fruity, peach, sweet, metallic, apricot, oily, coconut, creamy, fresh, milky, tropical, dairy","frozenset({'fatty', 'oily', 'sweet', 'peach', 'metallic', 'tropical', 'coconut', 'apricot', 'dairy', 'milky', 'creamy', 'buttery', 'fruity', 'fresh'})",14
SML0248,10,1,CCCC1CCCC(=O)O1,FYTRVXSHONWYNE-UHFFFAOYSA-N,"coconut, coumarinic, sweet, fatty, creamy, lactonic, green, tropical, dairy","frozenset({'fatty', 'coumarinic', 'sweet', 'lactonic', 'tropical', 'coconut', 'green', 'creamy', 'dairy'})",9
SML0249,6,1,CCCC/C=C/C=O,NDFKTBCGKNOHPJ-AATRIKPKSA-N,"apple, fatty, fresh, fruity, green, pungent, sweet, vegetable, oily","frozenset({'fatty', 'oily', 'sweet', 'pungent', 'green', 'apple', 'fruity', 'vegetable', 'fresh'})",9
SML0250,4,1,CCCCCCCC/C=C/C=O,PANBRUWVURLWGY-MDZDMXLPSA-N,"citrus, fresh, lemon, orange, sweet, aldehydic, fatty, fruity, green, waxy","frozenset({'aldehydic', 'fatty', 'sweet', 'orange', 'citrus', 'lemon', 'waxy', 'green', 'fruity', 'fresh'})",10
SML0252,11,1,CC1=CCC(CC1)C(=C)C,XMGQYMWWDOXHJM-UHFFFAOYSA-N,"citrus, gasoline, camphoreous, herbal, terpenic","frozenset({'camphoreous', 'gasoline', 'citrus', 'terpenic', 'herbal'})",5
SML0253,3,1,CCCCCC/C=C\C=O,BSAIUMLZVGUGKX-FPLPWBNLSA-N,"cucumber, fatty, melon, orris, waxy","frozenset({'melon', 'fatty', 'cucumber', 'waxy', 'orris'})",5
SML0255,8,1,CC/C=C\CCOC(=O)C,NPFVOOAXDOBMCE-PLNGDYQASA-N,"banana, fruity, grassy, green, sweet, melon, apple, pear, fresh","frozenset({'pear', 'fresh', 'melon', 'sweet', 'green', 'apple', 'banana', 'fruity', 'grassy'})",9
SML0258,5,1,CC/C=C\CC(=O)C=C,VWYBQOFZVSNDAW-WAYWQWQTSA-N,"geranium, metallic, green","frozenset({'metallic', 'green', 'geranium'})",3
SML0260,12,1,C1OC2=C(O1)C=C(C=C2)C=O,SATCULPHIDQDRE-UHFFFAOYSA-N,"cherry, floral, sweet, vanilla, spicy, creamy, tropical","frozenset({'spicy', 'sweet', 'tropical', 'cherry', 'creamy', 'floral', 'vanilla'})",7
SML0261,7,1,CC(C)CCCCCCCCCCC=O,OQWNKUAZQSLNSR-UHFFFAOYSA-N,"beefy, meaty, sweet, animal, fatty, fruity, savory, brothy, citrus, cooked, waxy","frozenset({'brothy', 'fatty', 'sweet', 'meaty', 'savory', 'citrus', 'waxy', 'fruity', 'beefy', 'cooked', 'animal'})",11
SML0262,16,1,COC1=CC=C(C=C1)CC=C,ZFMSMUAANRJZFM-UHFFFAOYSA-N,"anisic, herbal, sweet, anise, spicy, phenolic, green, minty","frozenset({'spicy', 'anisic', 'phenolic', 'sweet', 'minty', 'green', 'herbal', 'anise'})",8
SML0263,20,1,C/C=C/C1=CC=C(C=C1)OC,RUVINXPYWBROJD-ONEGZZNKSA-N,"anisic, herbal, sweet, anise, medicinal","frozenset({'anisic', 'sweet', 'herbal', 'anise', 'medicinal'})",5
SML0264,10,1,CC1=CC=C(C=C1)C(=C)C,MMSLOZQEMPDGPI-UHFFFAOYSA-N,"citrus, lemon, phenolic, pine, spicy, musty, nutty, coffee, clove","frozenset({'clove', 'spicy', 'musty', 'phenolic', 'nutty', 'citrus', 'lemon', 'pine', 'coffee'})",9
SML0268,8,1,CC1=CCC(CC1)C(C)(C)S,ZQPCOAKGRYBBMR-UHFFFAOYSA-N,"sulfurous, garlic, alliaceous, onion, citrus, woody, tropical, grapefruit, aromatic","frozenset({'tropical', 'grapefruit', 'alliaceous', 'citrus', 'aromatic', 'onion', 'garlic', 'woody', 'sulfurous'})",9
SML0269,6,1,CC(=O)C1=NCCS1,FZOZFDAMVVEZSJ-UHFFFAOYSA-N,"green, onion, popcorn, chicken, roasted, nutty, herbal, grassy, bready","frozenset({'nutty', 'bready', 'onion', 'green', 'roasted', 'herbal', 'popcorn', 'grassy', 'chicken'})",9
SML0270,44,1,C1=CC=C(C=C1)C(=O)CN,HEQOJEGTZCTHCF-UHFFFAOYSA-N,,frozenset(),0
SML0276,11,1,CCCCCC1=CC=CC=N1,HSDXVAOHEOSTFZ-UHFFFAOYSA-N,"fatty, green, meaty, vegetable, mushroom, herbal","frozenset({'fatty', 'meaty', 'mushroom', 'green', 'herbal', 'vegetable'})",6
SML0277,17,1,C1=CC=C(C=C1)CCS,ZMRFRBHYXOQLDK-UHFFFAOYSA-N,"roasted, sulfurous, tropical","frozenset({'tropical', 'sulfurous', 'roasted'})",3
SML0278,20,1,C1=CC=C(C=C1)CCO,WRMNZCZEMHIOCP-UHFFFAOYSA-N,"floral, rose, sweet, honey, bready, fresh","frozenset({'sweet', 'bready', 'honey', 'rose', 'floral', 'fresh'})",6
SML0279,21,1,CC(=O)OCCC1=CC=CC=C1,MDHYEMXUFSJLGV-UHFFFAOYSA-N,"fruity, honey, rose, sweet, floral, cocoa, balsamic, tropical","frozenset({'sweet', 'cocoa', 'tropical', 'honey', 'rose', 'floral', 'fruity', 'balsamic'})",8
SML0282,3,1,CC1=C(C(=O)C=CO1)O,XPCTZQVDEJYUGT-UHFFFAOYSA-N,"berry, caramellic, fruity, strawberry, sweet, burnt, jammy, bready","frozenset({'sweet', 'bready', 'jammy', 'strawberry', 'burnt', 'fruity', 'caramellic', 'berry'})",8
SML0283,4,1,CC1=CNC2=CC=CC=C12,ZFRKQXVRDFCRJG-UHFFFAOYSA-N,"animal, floral, fruity","frozenset({'floral', 'fruity', 'animal'})",3
SML0284,6,1,CC(C)(CCOC=O)S,VTAPYUYITKYXJB-UHFFFAOYSA-N,"coffee, meaty, roasted, sulfurous, caramellic, onion, tropical","frozenset({'meaty', 'tropical', 'onion', 'coffee', 'roasted', 'sulfurous', 'caramellic'})",7
SML0289,6,1,C1=CC=C(C=C1)CCC(=O)O,XMIIGOLPHOKFCH-UHFFFAOYSA-N,"balsamic, sweet, fatty, cinnamon, floral, rose, musk","frozenset({'fatty', 'sweet', 'rose', 'musk', 'cinnamon', 'floral', 'balsamic'})",7
SML0292,23,1,CC(C)C1=CC=C(C=C1)C=O,WTWBUQJHJGUZCY-UHFFFAOYSA-N,"green, herbal, pungent, spicy","frozenset({'pungent', 'green', 'spicy', 'herbal'})",4
SML0293,4,1,COC1=C(C=CC(=C1)C=C)O,YOMSJEATGXXYPX-UHFFFAOYSA-N,"smoky, spicy, sweet, peppery, powdery, phenolic, woody, clove","frozenset({'clove', 'spicy', 'smoky', 'sweet', 'phenolic', 'peppery', 'woody', 'powdery'})",8
SML0295,2,1,CCCCC(CC)CCC(=O)O,PWKJMPFEQOHBAC-UHFFFAOYSA-N,fatty,frozenset({'fatty'}),1
SML0297,9,1,CCOC1=C(C=CC(=C1)C=O)O,CBOQJANXLMLOSS-UHFFFAOYSA-N,"sweet, vanilla, creamy","frozenset({'vanilla', 'sweet', 'creamy'})",3
SML0299,11,1,CC1=CC=C(C=C1)C(=O)C,GNKZMNRKLCTJAY-UHFFFAOYSA-N,"floral, fruity, hay, sweet, vanilla, powdery, coumarinic, hawthorn, cherry","frozenset({'coumarinic', 'sweet', 'powdery', 'hay', 'cherry', 'hawthorn', 'floral', 'fruity', 'vanilla'})",9
SML0301,11,1,CCCC1=CC(=C(C=C1)O)OC,PXIKRTCSSLJURC-UHFFFAOYSA-N,"balsamic, spicy, sweet, powdery, phenolic, clove, sharp","frozenset({'clove', 'spicy', 'sharp', 'phenolic', 'sweet', 'powdery', 'balsamic'})",7
SML0303,12,1,COC1=CC2=C(C=C1)C=CC(=O)O2,LIIALPBMIOVAHH-UHFFFAOYSA-N,"sweet, balsamic","frozenset({'balsamic', 'sweet'})",2
SML0306,18,1,CC(=O)OC/C=C/C1=CC=CC=C1,WJSDHUCWMSHDCR-VMPITWQZSA-N,"balsamic, cinnamon, floral, fruity, spicy, sweet","frozenset({'spicy', 'sweet', 'cinnamon', 'floral', 'fruity', 'balsamic'})",6
SML0307,32,1,C1=CC=C(C=C1)/C=C/CO,OOCCDEMITAIZTP-QPJJXVBHSA-N,"sweet, spicy, powdery, balsamic, green, hyacinth","frozenset({'spicy', 'sweet', 'green', 'powdery', 'balsamic', 'hyacinth'})",6
SML0308,4,1,C=CCSSCC=C,PFRGXCVKLLPLIP-UHFFFAOYSA-N,"garlic, pungent, metallic, onion, alliaceous","frozenset({'metallic', 'alliaceous', 'pungent', 'onion', 'garlic'})",5
SML0318,4,1,CCOC(=O)CCSC,YSNWHRKJEKWJNY-UHFFFAOYSA-N,"caramellic, fruity, pineapple, metallic, sulfurous, ripe, tomato","frozenset({'metallic', 'sulfurous', 'tomato', 'ripe', 'fruity', 'pineapple', 'caramellic'})",7
SML0320,6,1,CCOC(=O)CCC(C)C,OFQRUTMGVBMTFQ-UHFFFAOYSA-N,"apple, fruity, pineapple","frozenset({'fruity', 'pineapple', 'apple'})",3
SML0322,32,1,CCOC(=O)C1=CC=CC=C1,MTZQAGJQAFMTAQ-UHFFFAOYSA-N,"floral, fruity, dry, musty, sweet, medicinal, grape, cherry, minty","frozenset({'musty', 'dry', 'sweet', 'minty', 'cherry', 'grape', 'floral', 'fruity', 'medicinal'})",9
SML0323,8,1,CCCC(=O)OCC,OBNCKNCVKJNDBV-UHFFFAOYSA-N,"banana, buttery, ethereal, fruity, pineapple, ripe, juicy, cognac","frozenset({'juicy', 'cognac', 'ripe', 'banana', 'buttery', 'fruity', 'pineapple', 'ethereal'})",8
SML0324,14,1,CCOC(=O)/C=C/C1=CC=CC=C1,KBEBGUQPQBELIU-CMDGGOBGSA-N,"balsamic, cinnamon, honey, plum, floral","frozenset({'honey', 'cinnamon', 'floral', 'plum', 'balsamic'})",5
SML0325,11,1,CCCCCC(=O)OCC,SHZIWNPUGXLXDT-UHFFFAOYSA-N,"banana, fruity, pear, pineapple, strawberry, tropical, sweet, estery, fatty, green, waxy","frozenset({'pear', 'fatty', 'sweet', 'tropical', 'waxy', 'green', 'strawberry', 'estery', 'banana', 'fruity', 'pineapple'})",11
SML0326,10,1,CCCCC(=O)OCC,ICMAFTSLXCXHRK-UHFFFAOYSA-N,"apple, fruity, pineapple, tropical, sweet, berry, acidic, green","frozenset({'sweet', 'tropical', 'acidic', 'green', 'apple', 'fruity', 'pineapple', 'berry'})",8
SML0327,22,1,CCOC(=O)CC1=CC=CC=C1,DULCUDSUACXJJC-UHFFFAOYSA-N,"honey, sweet, floral, rose, cocoa, anisic, balsamic","frozenset({'anisic', 'cocoa', 'sweet', 'honey', 'rose', 'floral', 'balsamic'})",7
SML0328,8,1,CCOC(=O)C1CCCCC1,JJOYCHKVKWDMEA-UHFFFAOYSA-N,"apple, berry, brandy, cheesy, fermented, fruity, winey","frozenset({'cheesy', 'brandy', 'winey', 'fermented', 'apple', 'fruity', 'berry'})",7
SML0329,14,1,C1=COC(=C1)CS,ZFFTZDQKIXPDAF-UHFFFAOYSA-N,"alliaceous, burnt, caramellic, coffee, meaty, sulfurous, fatty, chicken, smoky, savory, oily","frozenset({'fatty', 'smoky', 'oily', 'meaty', 'savory', 'alliaceous', 'sulfurous', 'coffee', 'burnt', 'caramellic', 'chicken'})",11
SML0333,5,1,CCCC(=O)OC,UUIQMZJEGPQKFD-UHFFFAOYSA-N,"apple, buttery, ethereal, fermented, fruity, sweet, banana, pineapple, creamy, pungent","frozenset({'sweet', 'pungent', 'fermented', 'apple', 'banana', 'creamy', 'buttery', 'fruity', 'pineapple', 'ethereal'})",10
SML0337,5,1,CCC(=O)C(=O)C,TZMFJUDUGYTVRY-UHFFFAOYSA-N,"buttery, fatty, oily, sweet, caramellic, nutty, creamy, pungent, cheesy","frozenset({'fatty', 'oily', 'sweet', 'nutty', 'cheesy', 'pungent', 'creamy', 'buttery', 'caramellic'})",9
SML0339,14,1,C1=CSC(=C1)CS,GCZQHDFWKVMZOE-UHFFFAOYSA-N,"coffee, meaty, sulfurous, fishy","frozenset({'meaty', 'sulfurous', 'fishy', 'coffee'})",4
SML0340,12,1,COC(=O)/C=C/C1=CC=CC=C1,CCRCUPLGCSFEDV-BQYQJAHWSA-N,"balsamic, fruity, sweet, strawberry, cherry","frozenset({'sweet', 'strawberry', 'cherry', 'fruity', 'balsamic'})",5
SML0341,34,1,C1=COC(=C1)CSCC2=CC=CO2,UYLKDZXJEKFFHJ-UHFFFAOYSA-N,"burnt, coffee, earthy, meaty, mushroom, roasted, savory, sulfurous, cocoa, nutty","frozenset({'cocoa', 'earthy', 'meaty', 'nutty', 'savory', 'mushroom', 'coffee', 'burnt', 'roasted', 'sulfurous'})",10
SML0342,21,1,CSSCC1=CC=CC=C1,NWYGPVZOBBHKLI-UHFFFAOYSA-N,"cabbage, green, metallic, onion, sulfurous, vegetable","frozenset({'cabbage', 'metallic', 'green', 'onion', 'sulfurous', 'vegetable'})",6
SML0343,11,1,CSSCC1=CC=CO1,CLSLQQCDHOZMDT-UHFFFAOYSA-N,"coffee, meaty, onion, roasted, sulfurous, garlic, alliaceous","frozenset({'meaty', 'alliaceous', 'onion', 'coffee', 'roasted', 'garlic', 'sulfurous'})",7
SML0346,15,1,C1=CC=C(C=C1)CS,UENWRTRMUIOCKN-UHFFFAOYSA-N,"garlic, onion, sulfurous, horseradish, alliaceous, coffee, minty, sharp","frozenset({'sharp', 'minty', 'alliaceous', 'horseradish', 'onion', 'coffee', 'garlic', 'sulfurous'})",8
SML0347,9,1,CSCC1=CC=CO1,SKSFHXVDHVKIBN-UHFFFAOYSA-N,"garlic, onion, radish, vegetable, sulfurous, horseradish, alliaceous, pungent","frozenset({'alliaceous', 'pungent', 'horseradish', 'onion', 'garlic', 'sulfurous', 'radish', 'vegetable'})",8
SML0348,26,1,C1=CC=C(C=C1)CCCO,VAJVDSVGBWFCLW-UHFFFAOYSA-N,"balsamic, floral, sweet, spicy, hyacinth","frozenset({'spicy', 'sweet', 'floral', 'balsamic', 'hyacinth'})",5
SML0349,12,1,C1=COC(=C1)CO,XPFVYQJUAUNWIW-UHFFFAOYSA-N,"sweet, musty, estery, sulfurous, caramellic, coffee, bready, brown, chemical, alcoholic","frozenset({'musty', 'sweet', 'bready', 'sulfurous', 'alcoholic', 'chemical', 'coffee', 'estery', 'caramellic', 'brown'})",10
SML0350,12,1,C1=CC=C(C=C1)CO,WVDDGKGOMKODPV-UHFFFAOYSA-N,"almond, fruity, sweet, floral, rose, phenolic, balsamic, chemical","frozenset({'phenolic', 'sweet', 'almond', 'chemical', 'rose', 'floral', 'fruity', 'balsamic'})",8
SML0351,19,1,C1=COC(=C1)C=O,HYBBIBNJHNGZAN-UHFFFAOYSA-N,"almond, caramellic, spicy, sweet, bready, brown, phenolic, woody","frozenset({'spicy', 'phenolic', 'sweet', 'bready', 'almond', 'woody', 'caramellic', 'brown'})",8
SML0357,11,1,CC1=CC[C@@H](CC1)C(=C)C,XMGQYMWWDOXHJM-JTQLQIEISA-N,"citrus, fresh, gasoline, orange, sweet","frozenset({'sweet', 'orange', 'gasoline', 'citrus', 'fresh'})",5
SML0360,10,1,CC1=CCOC1=O,VGHBEMPMIVEGJP-UHFFFAOYSA-N,,frozenset(),0
SML0362,11,1,C[C@@H](CCC=C(C)C)CC=O,NEHNMFOYXAPHSD-JTQLQIEISA-N,"herbal, clean, citrus","frozenset({'clean', 'citrus', 'herbal'})",3
SML0363,2,1,CC(CO)CS,FCIVYWQHILCTLI-UHFFFAOYSA-N,,frozenset(),0
SML0364,9,1,CCCCC(C(C)CO)S,OCZSUTGSYBERRF-UHFFFAOYSA-N,,frozenset(),0
SML0365,3,1,CC(CO)C(C)S,RFMHFOPFUZZBAD-UHFFFAOYSA-N,"green, meaty, onion, sulfurous","frozenset({'onion', 'meaty', 'green', 'sulfurous'})",4
SML0367,4,1,CC1=CC[C@H](CC1)C(C)(C)O,WUOACPNHFRMFPN-SECBINFHSA-N,"floral, terpenic","frozenset({'floral', 'terpenic'})",2
SML0373,4,1,CC=CC(=O)C1=C(C=CCC1(C)C)C,POIARNZEYGURDG-UHFFFAOYSA-N,,frozenset(),0
SML0380,12,1,C1=CC(=CC=C1/C=C/C(=O)O)O,NGSWKAQJJWESNS-ZZXKWVIFSA-N,balsamic,frozenset({'balsamic'}),1
SML0382,15,1,CCCCCC1CCCC(=O)O1,GHBSPIPJMLAMEP-UHFFFAOYSA-N,"buttery, creamy, milky, nutty, peach, sweet, fatty, fruity, oily, coconut, fresh, dairy, lactonic","frozenset({'fatty', 'oily', 'sweet', 'peach', 'lactonic', 'nutty', 'coconut', 'dairy', 'milky', 'creamy', 'buttery', 'fruity', 'fresh'})",13
SML0383,11,1,CC(=O)C1=CC=CC=C1N,GTDQGKWDWVUKTI-UHFFFAOYSA-N,"grape, sweet","frozenset({'grape', 'sweet'})",2
SML0384,5,1,C1CCCCCCCC(=O)CCCCCC1,OSOIQJGOYGSIMF-UHFFFAOYSA-N,"natural, animal, powdery, musk","frozenset({'powdery', 'natural', 'musk', 'animal'})",4
SML0389,4,1,CC1CCCCCCCCCCCC(=O)C1,VPQWBNWSLZYYFH-UHFFFAOYSA-N,,frozenset(),0
