parent,child,kind,similarity,weighted,retention,gained,lost,branch_len
node_154,node_180,ancestor,0.5833333333333334,0.7510396581441883,0.7368421052631579,10,10,0.136297
node_155,9606.Q8NGJ6,extant,0.8571428571428571,0.914454125948771,0.8571428571428571,0,1,0.00429813
node_155,9606.Q8NGJ7,extant,0.45454545454545453,0.7119170000424373,0.7142857142857143,4,2,0.0342459
node_156,node_181,ancestor,1.0,0.9451861639481455,1.0,0,0,0.0291945
node_156,node_182,ancestor,1.0,0.8308911874743413,1.0,0,0,0.234481
node_157,9606.Q8NGU2,extant,0.6330275229357798,0.7857571396731041,0.8734177215189873,30,10,0.166005
node_157,9606.Q8NGU1,extant,0.12345679012345678,0.5470884837174511,0.12658227848101267,2,69,0.246741
node_158,node_183,ancestor,0.14285714285714285,0.2826336764101381,1.0,12,0,0.602215
node_158,node_184,ancestor,1.0,0.8085222301489878,1.0,0,0,0.103192
node_159,node_185,ancestor,0.875,0.7723430307920959,1.0,1,0,0.0979617
node_159,node_186,ancestor,0.5714285714285714,0.5124949218263232,0.5714285714285714,0,3,0.113915
node_160,9606.Q13607,extant,0.8181818181818182,0.7482608599003413,0.8181818181818182,0,2,0.0511791
node_160,9606.O95006,extant,0.35714285714285715,0.8117148809184773,0.45454545454545453,3,6,0.0840502
node_161,node_187,ancestor,0.3333333333333333,0.6319471018560251,0.6666666666666666,3,1,0.328201
node_161,9606.Q8NGE0,extant,0.6666666666666666,0.5467171620486855,0.6666666666666666,0,1,1.3004
node_162,node_188,ancestor,0.7142857142857143,0.5944089239742399,0.8333333333333334,1,1,0.0654145
node_162,node_189,ancestor,0.3333333333333333,0.7492541341078344,0.5,3,3,0.169629
node_163,9606.Q9H205,extant,0.2857142857142857,0.657438968007637,1.0,5,0,0.114737
node_163,9606.A6NM03,extant,1.0,0.36275657165712893,1.0,0,0,0.0790355
node_164,node_190,ancestor,0.8,0.7809077907028037,1.0,1,0,0.0876654
node_164,node_191,ancestor,1.0,0.7358885769060647,1.0,0,0,0.142953
node_165,node_192,ancestor,0.5714285714285714,0.4392181992349407,1.0,3,0,0.459646
node_165,node_193,ancestor,0.6666666666666666,0.6604765474461933,1.0,2,0,0.271121
node_166,9606.Q8NGF6,extant,0.6666666666666666,0.5000828891108013,0.6666666666666666,0,2,0.775984
node_166,node_194,ancestor,0.5454545454545454,0.7012468603118839,1.0,5,0,0.094644
node_167,9606.Q96KK4,extant,0.25,0.22798963225785265,0.75,8,1,0.653096
node_167,9606.Q8NGE3,extant,0.5,0.3014013031740969,0.5,0,2,0.796571
node_168,node_195,ancestor,0.75,0.6633050146392518,1.0,1,0,0.107892
node_168,node_196,ancestor,0.14285714285714285,0.2519515516470883,1.0,18,0,0.580182
node_169,node_197,ancestor,0.3333333333333333,0.6852266206481304,1.0,2,0,0.203554
node_169,node_198,ancestor,0.3333333333333333,0.5105096160612472,1.0,2,0,0.0873596
node_170,node_199,ancestor,0.8,0.7719424589404732,1.0,1,0,0.0725779
node_170,node_200,ancestor,0.8,0.9032268944069821,1.0,1,0,0.0261811
node_171,node_201,ancestor,0.12878787878787878,0.4148935054160022,0.7727272727272727,110,5,0.523797
node_171,node_202,ancestor,0.2391304347826087,0.5925869814407034,1.0,70,0,0.122426
node_172,9606.Q8NGN7,extant,0.23076923076923078,0.6119928459773484,0.23076923076923078,0,10,0.357341
node_172,9606.Q8NH80,extant,0.35714285714285715,0.5598726039915474,0.38461538461538464,1,8,0.223849
node_173,node_203,ancestor,0.2222222222222222,0.29816766425355196,0.2222222222222222,0,7,0.0539433
node_173,node_204,ancestor,0.5,0.7985855215744369,0.8888888888888888,7,1,0.0606146
node_174,node_205,ancestor,0.7142857142857143,0.6875806837375832,1.0,2,0,0.300213
node_174,9606.Q8NGQ6,extant,0.4,0.5396886974618086,0.4,0,3,0.471079
node_175,9606.Q8NGZ2,extant,0.6666666666666666,0.465170092787635,1.0,1,0,0.709807
node_175,9606.Q96R54,extant,0.2857142857142857,0.3009162957873509,1.0,5,0,0.545645
node_176,9606.Q8NH94,extant,0.25,0.31826627081151143,0.25,0,3,0.153535
node_176,9606.Q8NH93,extant,0.75,0.4877727455023518,0.75,0,1,0.208488
node_177,node_206,ancestor,1.0,0.849774850650578,1.0,0,0,0.0241235
node_177,node_207,ancestor,0.3055555555555556,0.5407625459562518,1.0,25,0,0.0623303
node_178,node_208,ancestor,1.0,0.6562719695875135,1.0,0,0,0.283321
node_178,node_209,ancestor,0.1935483870967742,0.5504151790559245,1.0,25,0,0.293627
node_179,9606.O43749,extant,0.1111111111111111,0.21901608983963963,0.1111111111111111,0,8,0.113795
node_179,9606.Q96R84,extant,0.5,0.5205047827855309,0.5555555555555556,1,4,0.218119
node_180,9606.Q9H340,extant,0.32075471698113206,0.47753864614590646,0.4473684210526316,15,21,0.251345
node_180,node_210,ancestor,0.75,0.8893875162258897,0.7894736842105263,2,8,0.0579487
node_181,9606.A6NJZ3,extant,0.5,0.49034789081826813,1.0,1,0,0.282813
node_181,9606.A6NM76,extant,1.0,0.8974238192129113,1.0,0,0,0.181789
node_182,9606.A6NDL8,extant,0.05555555555555555,0.06072686015754044,1.0,17,0,0.290189
node_182,9606.Q9NZP2,extant,1.0,0.883863388865916,1.0,0,0,0.134419
node_183,node_211,ancestor,0.44,0.8492514494184767,0.7857142857142857,11,3,0.0538806
node_183,node_212,ancestor,0.625,0.6389542084437919,0.7142857142857143,2,4,0.103173
node_184,node_213,ancestor,1.0,0.6581675488107944,1.0,0,0,0.230084
node_184,9606.Q8NG92,extant,0.6666666666666666,0.45627330724992116,1.0,1,0,1.03537
node_185,node_214,ancestor,0.5833333333333334,0.8597591545282315,0.875,4,1,0.0532096
node_185,node_215,ancestor,0.75,0.8293500647409939,0.75,0,2,0.0505179
node_186,node_216,ancestor,0.6666666666666666,0.6539472350239942,1.0,2,0,0.195539
node_186,9606.Q5JQS5,extant,0.125,0.267567064582327,1.0,28,0,0.580461
node_187,9606.Q9H210,extant,0.057971014492753624,0.13137369580244887,0.8,64,1,0.485402
node_187,9606.Q8NGH3,extant,0.2,0.179058023086891,0.2,0,4,0.378472
node_188,node_217,ancestor,1.0,0.730862194686036,1.0,0,0,0.130347
node_188,node_218,ancestor,1.0,0.7127701667107917,1.0,0,0,0.206201
node_189,node_219,ancestor,0.35294117647058826,0.5805061944125685,1.0,11,0,0.201887
node_189,9606.Q8NGZ0,extant,0.16666666666666666,0.2733759544125389,0.16666666666666666,0,5,0.607279
node_190,node_220,ancestor,0.3333333333333333,0.4340934285765403,0.6,4,2,0.382166
node_190,9606.Q8NGY1,extant,0.4,0.429734419981041,0.4,0,3,0.706123
node_191,9606.Q8NGX3,extant,0.6,0.5259584451017145,0.75,1,1,0.457529
node_191,9606.Q8NGX6,extant,0.25,0.23707397948816067,0.25,0,3,0.514459
node_192,9606.Q6IF99,extant,0.2857142857142857,0.5187706469884785,0.2857142857142857,0,5,0.138439
node_192,9606.Q8NGX5,extant,0.2222222222222222,0.8249868295109276,0.2857142857142857,2,5,0.107516
node_193,9606.Q8NGY0,extant,0.16666666666666666,0.12590819580953985,0.16666666666666666,0,5,0.717924
node_193,node_221,ancestor,0.5,0.4332717644708979,1.0,6,0,0.489442
node_194,9606.Q8NGI7,extant,0.11764705882352941,0.5621164340935558,0.18181818181818182,6,9,0.671189
node_194,9606.Q8NGQ4,extant,0.6923076923076923,0.7433431965214622,0.8181818181818182,2,2,0.501235
node_195,node_222,ancestor,0.3333333333333333,0.27182520794034143,1.0,8,0,0.237406
node_195,9606.Q8NGE5,extant,0.5,0.4914863928114396,0.5,0,2,0.488527
node_196,9606.P58181,extant,0.047619047619047616,0.21576823368904102,0.047619047619047616,0,20,0.0561802
node_196,9606.Q8NH74,extant,0.125,0.3858651066206107,0.9047619047619048,131,2,0.163418
node_197,9606.P0C645,extant,0.4,0.34783046915539684,0.6666666666666666,2,1,0.450299
node_197,9606.Q8NGC2,extant,0.3333333333333333,0.36559969804438064,0.3333333333333333,0,2,0.48562
node_198,node_223,ancestor,0.6666666666666666,0.7945250717861183,0.6666666666666666,0,1,0.064089
node_198,node_224,ancestor,0.4,0.7520507013403344,0.6666666666666666,2,1,0.063812
node_199,node_225,ancestor,0.625,0.6525598739957873,1.0,3,0,0.0589657
node_199,node_226,ancestor,1.0,0.7560113839139645,1.0,0,0,0.0676301
node_200,9606.Q8NGB4,extant,0.2,0.2972194416218838,0.2,0,4,0.57601
node_200,node_227,ancestor,0.5,0.7351359067686298,0.6,1,2,0.0915042
node_201,9606.Q8NGN3,extant,0.5927835051546392,0.841041820647879,0.905511811023622,67,12,0.0190483
node_201,node_228,ancestor,0.3515625,0.6637069071608309,0.3543307086614173,1,82,0.0253057
node_202,node_229,ancestor,0.6826923076923077,0.8482986362678617,0.7717391304347826,12,21,0.0844768
node_202,9606.Q8NGN2,extant,0.1553398058252427,0.4590420011736938,0.17391304347826086,11,76,0.682408
node_203,node_230,ancestor,0.5,0.818468179608307,1.0,2,0,0.0294703
node_203,node_231,ancestor,0.13333333333333333,0.3000637323605633,1.0,13,0,0.343933
node_204,node_232,ancestor,0.65,0.7681260032893072,0.8666666666666667,5,2,0.0362532
node_204,node_233,ancestor,0.3333333333333333,0.6307824873032022,0.3333333333333333,0,10,0.083865
node_205,9606.Q8NGE9,extant,0.7142857142857143,0.8143438220425887,0.7142857142857143,0,2,0.165121
node_205,9606.Q8NGQ5,extant,0.75,0.22587834097527862,0.8571428571428571,1,1,0.3315
node_206,9606.Q8NHA8,extant,0.391304347826087,0.5442722499275023,0.8181818181818182,12,2,0.598995
node_206,node_234,ancestor,1.0,0.7978470361357191,1.0,0,0,0.0373432
node_207,node_235,ancestor,0.5365853658536586,0.838856787956457,0.6111111111111112,5,14,0.0429694
node_207,9606.P47890,extant,0.08148148148148149,0.30943413470842945,0.9166666666666666,369,3,0.55999
node_208,node_236,ancestor,0.7142857142857143,0.54938996751705,0.8333333333333334,1,1,0.0696104
node_208,9606.Q8WZA6,extant,0.6666666666666666,0.47905221270835885,0.6666666666666666,0,2,0.301853
node_209,node_237,ancestor,0.53125,0.8152099765784468,0.5483870967741935,1,14,0.0454517
node_209,9606.Q8NGS3,extant,0.4634146341463415,0.7060795575726703,0.6129032258064516,10,12,0.238642
node_210,9606.Q9Y5P1,extant,0.5,0.6407028512030556,0.5625,4,14,0.304742
node_210,9606.Q9Y5P0,extant,0.40625,0.5002916372839874,0.8125,32,6,0.376884
node_211,node_238,ancestor,0.19642857142857142,0.436007308802733,1.0,90,0,0.225524
node_211,node_239,ancestor,0.5833333333333334,0.8765872402129257,0.6363636363636364,2,8,0.031679
node_212,9606.Q96R48,extant,0.25,0.33666638726086257,0.25,0,9,0.0905255
node_212,node_240,ancestor,0.8333333333333334,0.8123454989263696,0.8333333333333334,0,2,0.0789793
node_213,node_241,ancestor,0.5,0.715321061759478,0.5,0,1,0.0610271
node_213,node_242,ancestor,0.5,0.7086595211354518,0.5,0,1,0.0364875
node_214,node_243,ancestor,0.5,0.7549856172737465,0.8181818181818182,7,2,0.0601541
node_214,node_244,ancestor,0.6923076923076923,0.8217273744622831,0.8181818181818182,2,2,0.0618994
node_215,9606.O95371,extant,0.2222222222222222,0.5481884831809031,0.3333333333333333,3,4,0.514592
node_215,node_245,ancestor,0.6666666666666666,0.7662382927016778,1.0,3,0,0.442277
node_216,node_246,ancestor,0.6666666666666666,0.6371273418107394,0.6666666666666666,0,2,0.0937665
node_216,9606.O76000,extant,0.25,0.3925069225927068,0.5,6,3,0.301993
node_217,node_247,ancestor,0.2857142857142857,0.5306847668116909,1.0,15,0,0.513009
node_217,node_248,ancestor,0.6666666666666666,0.7064115959001677,0.6666666666666666,0,2,0.0705358
node_218,node_249,ancestor,0.8571428571428571,0.6741931236221542,1.0,1,0,0.0721409
node_218,node_250,ancestor,0.75,0.6167310989027988,1.0,2,0,0.243743
node_219,node_251,ancestor,0.3793103448275862,0.6503946835816788,0.6470588235294118,12,6,0.309425
node_219,9606.Q8NG84,extant,0.058823529411764705,0.195180816944859,0.058823529411764705,0,16,0.670886
node_220,node_252,ancestor,0.2413793103448276,0.509359251479349,1.0,22,0,0.0981332
node_220,node_253,ancestor,0.4,0.6130795614761072,0.8571428571428571,8,1,0.121348
node_221,node_254,ancestor,0.8571428571428571,0.8540087919789192,1.0,2,0,0.0859767
node_221,node_255,ancestor,0.5833333333333334,0.5333000988868156,0.5833333333333334,0,5,0.288013
node_222,node_256,ancestor,0.6470588235294118,0.590994096305738,0.9166666666666666,5,1,0.226414
node_222,9606.Q9H209,extant,0.4166666666666667,0.48398063118981405,0.4166666666666667,0,7,0.242792
node_223,node_257,ancestor,0.5,0.49697582334253965,0.5,0,1,0.188914
node_223,node_258,ancestor,0.06666666666666667,0.21774528734570592,1.0,28,0,0.503992
node_224,node_259,ancestor,0.3333333333333333,0.7291694515729625,0.5,2,2,0.0420218
node_224,node_260,ancestor,0.5,0.4447198674381424,0.5,0,2,0.280989
node_225,node_261,ancestor,0.75,0.6184680760251287,0.75,0,2,0.0825323
node_225,node_262,ancestor,0.625,0.4543374050117435,0.625,0,3,0.339393
node_226,9606.Q8NGF8,extant,0.4,0.5422540714161249,0.4,0,3,0.486477
node_226,node_263,ancestor,0.3333333333333333,0.47861059862793326,0.4,1,3,0.0960681
node_227,9606.Q8NH73,extant,0.2857142857142857,0.2942500511399374,1.0,10,0,0.326244
node_227,9606.Q8NGL7,extant,0.25,0.2179311083485413,0.25,0,3,0.638863
node_228,9606.Q8NGN4,extant,0.3870967741935484,0.6164504166665034,0.5217391304347826,16,22,0.0308627
node_228,node_264,ancestor,0.5357142857142857,0.6699789991390668,0.9782608695652174,38,1,0.0461331
node_229,node_265,ancestor,0.5287356321839081,0.7802878493513543,0.5542168674698795,4,37,0.213415
node_229,9606.Q8NH81,extant,0.0963855421686747,0.565671114770422,0.0963855421686747,0,75,0.61047
node_230,node_266,ancestor,0.25,0.742073840950395,0.25,0,3,0.0883471
node_230,node_267,ancestor,0.5,0.7663986921080375,0.5,0,2,0.11922
node_231,node_268,ancestor,0.7777777777777778,0.812819898267308,0.9333333333333333,3,1,0.103797
node_231,9606.Q8NGM9,extant,0.13333333333333333,0.30866733548635106,0.13333333333333333,0,13,0.366986
node_232,node_269,ancestor,0.5217391304347826,0.8220780572389155,0.6666666666666666,5,6,0.0378678
node_232,node_270,ancestor,0.7391304347826086,0.8117610443923915,0.9444444444444444,5,1,0.0737116
node_233,node_271,ancestor,1.0,0.750801086442753,1.0,0,0,0.252375
node_233,node_272,ancestor,0.4,0.47480927691391034,0.4,0,3,0.643509
node_234,node_273,ancestor,0.9090909090909091,0.8793891252552157,0.9090909090909091,0,1,0.0143902
node_234,node_274,ancestor,0.7272727272727273,0.5091114837226705,0.7272727272727273,0,3,0.0495447
node_235,node_275,ancestor,0.6,0.8062597631277351,0.7777777777777778,8,6,0.0729212
node_235,9606.O60431,extant,0.14814814814814814,0.2278509818936801,0.14814814814814814,0,23,0.640335
node_236,9606.P30953,extant,0.5,0.7047489464882327,0.5,0,3,0.0215599
node_236,9606.P47887,extant,0.5,0.3539440031303051,0.5,0,3,0.0516603
node_237,9606.Q8NGS2,extant,0.1111111111111111,0.09164784068739315,0.1111111111111111,0,16,0.201331
node_237,9606.Q8NGS1,extant,0.2222222222222222,0.7244343089174995,0.3333333333333333,9,12,0.173688
node_238,node_276,ancestor,0.4247787610619469,0.6289999111968195,0.42857142857142855,1,64,0.20331
node_238,9606.A4D2G3,extant,0.16071428571428573,0.5573161176939175,0.16071428571428573,0,94,0.150481
node_239,node_277,ancestor,0.625,0.8157889632627171,0.625,0,6,0.0613811
node_239,9606.Q9BZC5,extant,0.1875,0.41650248902336773,0.1875,0,13,0.0377837
node_240,node_278,ancestor,0.6428571428571429,0.8042362739178103,0.9,4,1,0.0674556
node_240,9606.Q8NGT7,extant,0.3333333333333333,0.5651838811709528,0.4,2,6,0.247603
node_241,node_279,ancestor,0.25,0.6231995399594786,1.0,3,0,0.17468
node_241,9606.Q8NGV5,extant,1.0,0.22667979547731182,1.0,0,0,0.401366
node_242,node_280,ancestor,1.0,0.35326060322436625,1.0,0,0,0.115895
node_242,9606.Q8NGT2,extant,0.25,0.5582900381544349,1.0,3,0,0.805907
node_243,node_281,ancestor,0.4838709677419355,0.7166308317529462,0.9375,15,1,0.0600389
node_243,node_282,ancestor,0.875,0.8329137022082272,0.875,0,2,0.05881
node_244,node_283,ancestor,0.3333333333333333,0.3491094002730253,0.36363636363636365,1,7,0.0869312
node_244,node_284,ancestor,0.6875,0.8741492483254595,1.0,5,0,0.0420832
node_245,9606.O95918,extant,0.3333333333333333,0.8103786993252974,0.3333333333333333,0,6,0.109931
node_245,9606.Q9GZK4,extant,0.3333333333333333,0.45657325531725423,0.3333333333333333,0,6,0.0960539
node_246,9606.P58173,extant,0.25,0.3552750270309696,0.25,0,3,0.171633
node_246,9606.Q9GZK3,extant,0.75,0.5725175095025191,0.75,0,1,0.14335
node_247,9606.A6NH00,extant,0.6666666666666666,0.7422931992361372,0.6666666666666666,0,7,0.0452623
node_247,node_285,ancestor,0.6086956521739131,0.592620803494565,0.6666666666666666,2,7,0.0393396
node_248,node_286,ancestor,0.5,0.5599315884301256,0.5,0,2,0.306418
node_248,node_287,ancestor,0.5,0.6758373221835626,1.0,4,0,0.453233
node_249,node_288,ancestor,0.875,0.7395476409027916,1.0,1,0,0.0942616
node_249,node_289,ancestor,0.4666666666666667,0.43339525482839714,1.0,8,0,0.114099
node_250,node_290,ancestor,0.25,0.8722371191225372,0.375,4,5,0.0318254
node_250,9606.Q8NGZ9,extant,0.25,0.8001099933011622,0.375,4,5,0.35888
node_251,9606.Q8N349,extant,0.08333333333333333,0.39536273352195916,0.08695652173913043,1,21,0.325781
node_251,node_291,ancestor,0.2916666666666667,0.5584905587188193,0.30434782608695654,1,16,0.139746
node_252,node_292,ancestor,0.26666666666666666,0.6827946974287,0.27586206896551724,1,21,0.107736
node_252,9606.P30954,extant,0.034482758620689655,0.19917897647253277,0.034482758620689655,0,28,0.208654
node_253,9606.Q5JRS4,extant,0.125,0.38831515292351315,0.5,42,7,0.382961
node_253,9606.P0C629,extant,0.13333333333333333,0.5102699574822024,0.14285714285714285,1,12,0.289116
node_254,9606.O60403,extant,0.5,0.8277536934460265,0.5714285714285714,2,6,0.087497
node_254,node_293,ancestor,0.6,0.8652685195329364,0.6428571428571429,1,5,0.0564468
node_255,9606.O60404,extant,0.125,0.18935643688250245,0.14285714285714285,1,6,0.0789604
node_255,9606.Q8NGA5,extant,0.42857142857142855,0.538619998755274,0.42857142857142855,0,4,0.0548728
node_256,9606.Q9H207,extant,0.12727272727272726,0.3760165354158009,0.875,94,2,0.0227274
node_256,9606.Q9H208,extant,0.1875,0.33400017757791545,0.1875,0,13,0.0340802
node_257,node_294,ancestor,0.1,0.22840554522158987,1.0,9,0,0.359937
node_257,node_295,ancestor,1.0,0.49741019120055774,1.0,0,0,0.410922
node_258,9606.P0C623,extant,0.4838709677419355,0.6477209322827234,0.5,1,15,2.8846e-06
node_258,9606.A0AAG2UY17,extant,0.46875,0.5430042660475348,0.5,2,15,0.00377788
node_259,9606.Q8NH05,extant,0.75,0.5911378177305775,0.75,0,1,0.516506
node_259,node_296,ancestor,0.5,0.6852849966542965,0.75,2,1,0.129532
node_260,node_297,ancestor,1.0,0.8949083150270785,1.0,0,0,0.0527535
node_260,node_298,ancestor,0.25,0.25594293119277767,1.0,6,0,0.162046
node_261,node_299,ancestor,0.7142857142857143,0.8366474358789467,0.8333333333333334,1,1,0.055311
node_261,node_300,ancestor,0.7142857142857143,0.6197738574623255,0.8333333333333334,1,1,0.197839
node_262,9606.Q6IEV9,extant,0.2,0.4706136358891755,0.2,0,4,0.207869
node_262,9606.Q8NGL9,extant,0.6666666666666666,0.3078864758792224,0.8,1,1,0.374722
node_263,9606.Q8NGF9,extant,0.5,0.3058169024456353,0.6666666666666666,1,1,0.378414
node_263,9606.Q8NH49,extant,0.5,0.5170627415675786,0.6666666666666666,1,1,0.569703
node_264,9606.Q8NGN6,extant,0.23098591549295774,0.6034391506684481,0.9879518072289156,272,1,0.0632372
node_264,9606.Q8NGN5,extant,0.012048192771084338,0.17037251167959075,0.012048192771084338,0,82,0.10174
node_265,9606.Q8NGC3,extant,0.14,0.3356449537215481,0.14,0,43,0.229066
node_265,9606.Q8NGC4,extant,0.6,0.7962490264832027,0.66,5,17,0.319162
node_266,node_301,ancestor,0.5,0.6790563792155416,1.0,1,0,0.125331
node_266,node_302,ancestor,0.047619047619047616,0.22848020467448804,1.0,20,0,0.281108
node_267,9606.O95221,extant,0.5,0.2728093244534863,1.0,2,0,0.534596
node_267,node_303,ancestor,0.4,0.4395835077941166,1.0,3,0,0.186753
node_268,node_304,ancestor,0.3157894736842105,0.6950992767902363,0.35294117647058826,2,11,0.0663211
node_268,node_305,ancestor,0.5172413793103449,0.7648989003301602,0.8823529411764706,12,2,0.037333
node_269,node_306,ancestor,0.7142857142857143,0.9066793299117785,0.8823529411764706,4,2,0.0301464
node_269,node_307,ancestor,0.2631578947368421,0.66414159750192,0.29411764705882354,2,12,0.244257
node_270,node_308,ancestor,0.3181818181818182,0.615193841739445,0.3181818181818182,0,15,0.0469019
node_270,node_309,ancestor,0.39285714285714285,0.7442718535463363,0.5,6,11,0.287017
node_271,node_310,ancestor,0.6,0.6076606736235656,0.6,0,2,0.107208
node_271,9606.A6NL26,extant,0.4,0.3006858895305562,0.4,0,3,0.278383
node_272,9606.Q8NH89,extant,1.0,0.39710134609966075,1.0,0,0,0.11303
node_272,9606.Q8NH90,extant,0.5,0.2961936910116856,0.5,0,1,0.157422
node_273,9606.Q8NGA1,extant,0.6428571428571429,0.4572733419757729,0.9,4,1,0.58887
node_273,node_311,ancestor,0.9090909090909091,0.8482317899958676,1.0,1,0,0.084434
node_274,9606.Q8NH06,extant,0.18181818181818182,0.48943185586869975,0.25,3,6,0.50692
node_274,node_312,ancestor,0.3076923076923077,0.37039247200298064,0.5,5,4,0.604576
node_275,node_313,ancestor,0.2413793103448276,0.3654950631892242,0.2413793103448276,0,22,0.218308
node_275,node_314,ancestor,0.07435897435897436,0.3286706771787044,1.0,361,0,0.595821
node_276,9606.O95047,extant,0.14285714285714285,0.6564202592572256,0.14285714285714285,0,42,0.0122944
node_276,9606.Q96R45,extant,0.7254901960784313,0.9199786818271984,0.7551020408163265,2,12,2.859e-06
node_277,9606.Q8NGT9,extant,0.6,0.8389796718679803,0.6,0,4,0.0187996
node_277,9606.A0A2R8YEH3,extant,0.8,0.9174057270337193,0.8,0,2,2.1258e-06
node_278,9606.Q96R47,extant,0.5454545454545454,0.4952431668700375,0.9230769230769231,9,1,0.132748
node_278,9606.Q6IF42,extant,0.38461538461538464,0.3839570174148667,0.38461538461538464,0,8,0.264559
node_279,node_315,ancestor,0.25,0.2832257962533213,0.75,8,1,0.243875
node_279,node_316,ancestor,0.75,0.7578565735582925,0.75,0,1,0.0952761
node_280,9606.Q8NGS4,extant,1.0,0.6975098494426231,1.0,0,0,0.448544
node_280,9606.Q8NGT1,extant,1.0,0.8038249220451349,1.0,0,0,0.321233
node_281,node_317,ancestor,0.14218009478672985,0.4700221446554062,1.0,181,0,0.497087
node_281,node_318,ancestor,0.4375,0.8101437691695824,0.4666666666666667,2,16,0.185142
node_282,9606.P59922,extant,0.8,0.8163159186667948,0.8571428571428571,1,2,0.361183
node_282,node_319,ancestor,0.5294117647058824,0.7990033936217449,0.6428571428571429,3,5,0.154471
node_283,9606.Q5TZ20,extant,0.6,0.4137190036644617,0.6,0,2,0.406508
node_283,9606.Q8NGZ4,extant,0.2,0.3258523953013083,0.2,0,4,0.371717
node_284,9606.Q8NGZ5,extant,0.25,0.3166031373165277,0.25,0,12,0.375491
node_284,9606.Q8N628,extant,0.28125,0.6603530686621477,0.5625,16,7,0.574078
node_285,9606.Q8NG76,extant,0.875,0.9165731066529891,0.875,0,2,0.00459918
node_285,9606.Q8NG77,extant,0.7777777777777778,0.8157090776673949,0.875,2,2,0.0526714
node_286,node_320,ancestor,1.0,0.6120487969567187,1.0,0,0,0.187071
node_286,9606.Q96R27,extant,0.1111111111111111,0.26905427545872285,0.5,7,1,0.27858
node_287,9606.Q8NHB1,extant,0.38095238095238093,0.5384010947456936,1.0,13,0,0.0973717
node_287,9606.Q96R30,extant,0.375,0.48333006711039195,0.375,0,5,0.0855415
node_288,node_321,ancestor,0.7272727272727273,0.5856580385409895,1.0,3,0,0.106318
node_288,node_322,ancestor,0.6666666666666666,0.6122429051956229,0.75,1,2,0.321474
node_289,node_323,ancestor,0.65,0.7914472410835369,0.8666666666666667,5,2,0.261068
node_289,9606.Q8NH01,extant,0.26666666666666666,0.5654035822943562,0.26666666666666666,0,11,0.288539
node_290,node_324,ancestor,0.4375,0.7670518121644933,1.0,9,0,0.146713
node_290,node_325,ancestor,0.7142857142857143,0.7243438870385005,0.7142857142857143,0,2,0.47115
node_291,node_326,ancestor,0.3888888888888889,0.697324734399014,0.875,10,1,0.0342984
node_291,node_327,ancestor,0.25,0.27267191575409916,0.25,0,6,0.0629178
node_292,9606.Q8NHC4,extant,0.07692307692307693,0.4137187169806047,0.1111111111111111,4,8,0.212216
node_292,9606.Q8NGY7,extant,0.6,0.47153540130122423,0.6666666666666666,1,3,0.20113
node_293,9606.Q8NGA6,extant,0.1,0.09849795426746093,0.1,0,9,0.0470781
node_293,9606.Q9Y4A9,extant,0.45454545454545453,0.32202978744724453,0.5,1,5,0.0483717
node_294,9606.Q8NGD0,extant,0.391304347826087,0.5627505391845958,0.9,13,1,0.014594
node_294,node_328,ancestor,0.1,0.13781470983832772,0.1,0,9,0.0598072
node_295,9606.Q8IXE1,extant,1.0,0.7704136507506452,1.0,0,0,0.0808729
node_295,node_329,ancestor,1.0,0.6786069140441283,1.0,0,0,0.0646465
node_296,node_330,ancestor,0.6,0.48653947790375845,0.6,0,2,0.177711
node_296,9606.Q8NGN0,extant,0.11764705882352941,0.23315086114249575,0.8,29,1,0.394826
node_297,9606.Q8NH43,extant,0.5,0.2586518503767973,1.0,2,0,0.585478
node_297,node_331,ancestor,1.0,0.7671703268139329,1.0,0,0,0.0426338
node_298,node_332,ancestor,0.024096385542168676,0.15295987660096322,1.0,324,0,0.392424
node_298,node_333,ancestor,0.4444444444444444,0.6401947958363962,0.5,1,4,0.356523
node_299,node_334,ancestor,0.5714285714285714,0.7369854334374873,0.6666666666666666,1,2,0.0365418
node_299,node_335,ancestor,0.8571428571428571,0.7930887911312929,1.0,1,0,0.069577
node_300,node_336,ancestor,0.35294117647058826,0.4242275807851928,1.0,11,0,0.0832889
node_300,9606.Q8NGL6,extant,0.16666666666666666,0.18202840597278822,0.16666666666666666,0,5,0.325231
node_301,9606.P0C617,extant,0.14285714285714285,0.1525011310917141,0.5,5,1,0.551336
node_301,node_337,ancestor,1.0,0.7221137458140605,1.0,0,0,0.100288
node_302,node_338,ancestor,0.6060606060606061,0.716083663912507,0.9523809523809523,12,1,0.115418
node_302,node_339,ancestor,0.2857142857142857,0.4760527997745766,0.2857142857142857,0,15,0.194102
node_303,9606.Q8N0Y5,extant,0.6,0.6901554673518111,0.6,0,2,0.487041
node_303,node_340,ancestor,0.14285714285714285,0.44416118912668917,0.4,9,3,0.461254
node_304,node_341,ancestor,0.75,0.5285362312353624,0.75,0,2,0.153765
node_304,node_342,ancestor,0.15789473684210525,0.4909642690835184,0.75,30,2,0.180352
node_305,9606.Q8NGG7,extant,0.07407407407407407,0.20071818866431201,0.07407407407407407,0,25,0.314245
node_305,node_343,ancestor,0.2222222222222222,0.4216356343254965,0.2222222222222222,0,21,0.141849
node_306,node_344,ancestor,0.47368421052631576,0.8265102275646996,0.47368421052631576,0,10,0.00715089
