canonical_smiles,UMAP1,UMAP2
CCC(C)N=C=S,8.880656,4.7805357
CSCCCCN=C=S,8.777176,4.892571
CCOC(=O)CSC,8.867597,4.936134
CCCCCC(=O)CCC,8.647986,5.532856
CCCCCC=CC=CC(=O)OC,8.62843,5.6664586
CC1=CC=C(C=C1)CS,10.9510565,4.621671
CCCC1=CN=CC=C1,10.876307,4.530043
CC1=CC(=C(C(=C1C(=O)OC)O)C)O,10.760052,4.888921
CCCCCCOC,8.609961,5.52712
CCCCC1=CC=CC=N1,10.80195,4.8007693
CCOC1=CC=C(C=C1)OC,10.747456,4.8722267
CC(=C)CCOC(=O)C,9.174915,7.3366404
CSCCO,8.658758,5.3276043
CCCCC(=O)OC1CC(CCC1C(C)C)C,8.933621,5.3804007
CC1=C(C(=O)C(CC1)C(C)C)O,10.707545,4.720499
CC1(C2CC3C1(C3C2)C)C,9.796305,7.1780467
CCC(C)OC=O,8.839996,5.6700172
CCC(C(=O)C)C(=O)OCC,8.9558935,4.7947564
CC(C)CCN=C=S,8.857863,4.7705646
CC1=CSC=C1C,10.673907,4.7487707
COC1CCC(O1)OC,9.044462,5.496744
CCCCOC(C)OCCCC,8.728966,5.4074025
C(CCS)CS,8.582461,4.741736
CCCCCCCCC(=O)OCCCCCCCC,8.562125,5.5420327
CCCCOC(=O)C1=CC(=C(C=C1)O)OC,10.79121,4.884874
COCC1=CC=C(C=C1)O,10.794201,4.8001623
COC1=CC=C(C=C1)CCCO,10.950775,4.650335
CC1(COC(OC1)(C)C2=CC=CC=C2)C,10.572854,4.784623
CC(C)COC(=O)CCCCCCCCC=C,8.75179,5.6509185
CC(C)COC(=O)COC1=CC=CC=C1,10.778885,4.798382
CCCCCCCCCCOC=O,8.610304,5.5845
CCCCCCCOC(=O)CCCC,8.655229,5.4743357
CCCCC(=O)OCCCC1=CC=CC=C1,9.047001,5.6305814
CCCCCCC(=O)OCCC1=CC=CC=C1,8.826721,5.622584
CCCCCCCCCCOC(=O)C(C)C,8.635733,5.480868
CCCCCCCCCCCOC(=O)CCC,8.630428,5.4625845
CCCCCCCC(=O)OCC(C)C,8.678298,5.4902225
CCC(=O)C1=CC(=C(C(=C1)OC)O)OC,10.93252,4.739581
COC1=CC=CC(=C1OC)CO,10.678445,4.917034
CC(C)COC(C)OCC(C)C,9.04527,5.8370333
COC1=CC=C(C=C1)CC=O,10.927125,4.724172
C1CC=NC1,10.959729,4.3176074
CCCCOC1=CC=C(C=C1)C=O,10.6412325,4.9066277
CSSSSC,8.622362,5.1808457
CC1=C(SC=C1)C=O,10.8526325,4.6517086
CCCCCC(C)OC(=O)C,8.876299,5.446278
CSC(=O)C1=CC=CC=C1,11.03866,4.857721
CC(C)SSSC(C)C,8.969779,4.9973283
CC(C)CSSCC(C)C,9.179049,6.1276307
CCOC1=CC=C(C=C1)CO,10.860588,4.712165
CC(=O)OC1CCCCCCCCCCC1,8.713687,5.49678
CCCCCCCCCCCCOC(=O)CC,8.610516,5.556809
CCCCCC(=O)OC1CCCCC1,8.585307,5.5052004
C1=CSC(=C1)CS,11.098757,4.5765815
CC(C)C(=O)OCC1=CC=CO1,9.155016,5.606972
CCOCC1=CC=CO1,8.875351,5.6026
CCOC(CC1=CC=CC=C1)OCC,10.561287,4.8154454
CCCCC(=O)OCC=C,8.7174015,5.696898
CC1=C(C=C(C=C1)C(C)C)OC,10.815934,4.7586823
CC1=C(C=C(C=C1)C(C)C)OC(=O)C,10.607845,5.0540657
CCCCCOCC1=CC=CC=C1,8.925421,5.4907346
CCOC(=O)CC1(OCCO1)C,9.082216,5.2108207
CCCCCCCCC(=O)OCC1=CC=CC=C1,8.678729,5.5801334
CCCCCCCCC(=O)OCCC,8.573598,5.5538163
CCCCCCCCC(=O)OCCCCCC,8.561797,5.526031
CCCCCC(=O)OCC1=CC=C(C=C1)OC,8.904282,5.5908527
CC1=CC(=C(C=C1)OC)C,10.799427,4.909227
C[C@@H](CCCC(=C)C)CCO,9.0200815,5.7182927
CC(=O)CCC(=O)OCC1=CC=CC=C1,10.7897625,4.781861
CCCCCCCOC(=O)CCCCC,8.624197,5.4954863
CCOC(=O)C1=CC=CC=C1OC,11.022688,4.8873634
CCCCCCCC=CC(=O)OC,8.534786,5.7293425
CCCC(=O)OCCCC1=CC=CC=C1,8.852205,5.572812
CC(=O)CC(C)(C)C1=CC=CC=C1,10.704795,4.871474
CCCCC(=O)OCCC1=CC=CC=C1,8.851713,5.5668736
C1=CSC=C1S,11.199779,4.6161866
C[C@@]12CC[C@@H](C1)C(C2=O)(C)C,9.566449,7.202487
CN(C)C1=CC=CC=C1C(=O)OC,11.284533,4.7572026
C1=CC=C(C=C1)CCOC(=O)CCO,10.92763,4.621198
CC(C)CC(CC(C)C)OC(=O)C,9.134402,5.670858
CCCCCCCC(=O)OCC1=CC=CC=C1,8.823425,5.5761943
CCCCC(=O)OCC1=CC=CC=C1,8.888445,5.526199
CCC(=O)OC1CCC(CC1)C(C)(C)C,9.732131,5.445919
CCCCC(=O)OC1=CC=C(C=C1)C,10.073191,5.211532
CCCCCCCCCC(=O)OCCCCCC,8.561401,5.547793
CCOC(=O)CCCCCCCCCCC(=O)OCC,8.596353,5.5088334
CCCCOC1=CC2=CC=CC=C2C=C1,10.935035,4.790645
CCC(=O)C1=CC=C(O1)C,10.6828985,4.915005
CCCCCOC(C)OCCCCC,8.645371,5.497882
CC(C)CCOC(C)OCCC(C)C,9.241929,6.4777565
CC(C)COC(=O)C(=O)C,9.043289,5.370836
CC(C)CCCC(C)(C)O,9.282834,6.702858
CC(C)CC(OCC(C)C)OCC(C)C,9.173596,5.541086
CCOCCOCCC(C)C,8.77958,5.453455
CCOC(C1=CC=CO1)OCC,9.594612,4.9175043
CC1=C(SC=C1)C(=O)C,10.956214,4.803681
CC1=CC=C(S1)C(=O)C,11.0220995,4.6358027
CCCC=CC(=O)CC,8.708941,5.6295996
CSSC1=CC=CC=C1,10.964545,4.638377
CCCCCCCCCCCCCC(=O)OCCC,8.538592,5.5859513
CCCC(=O)OC1=CC=C(C=C1)C,10.714017,4.899184
CCCCCCCCCCCC(OC)OC,8.577183,5.6008635
CC1=C(OC=C1)CC=C(C)C,10.443429,5.2596602
CCC1=NC=CS1,11.293856,4.671836
CC(C)C(=O)OCC=C,8.910651,5.4849243
CCC1=CN=C(S1)CC,11.293082,4.344784
CCCC1=NC=CN=C1C,11.047856,4.6790304
CCCCCCCCOC(=O)CC(=O)C,8.745179,5.524268
CC(=O)OCCCSC,8.694318,5.162618
CCCC(=O)OCCCSC,8.595584,5.564741
CCOC(CCSC)OCC,8.844308,5.0334673
COC(=O)CSC,8.780188,5.0399437
CC1C(=O)C=C(O1)C,10.64396,4.87018
CC1=CCC(CC1)C(C)(C)OC,9.945835,5.3224607
CCOC(C(C)C1=CC=CC=C1)OCC,10.711728,4.708625
CCCCCC(=O)OCC(CC)CCCC,8.679662,5.472758
CC(CC(=O)O)SC,8.016462,4.401857
CCCCCC(C)C=O,8.754365,5.5351815
CCC1(CC(=O)C(=C(C1C)C)C)C,10.581954,4.9186544
CCCCCCC=CC(=O)OCC,8.622386,5.6179967
CCC(=O)OC1CC2CC1C3C2C=CC3,9.882456,7.300617
CC1C2CC(C1=O)CC2(C)C,9.620851,7.5412874
CC1COC(O1)CC(C)C,9.282803,6.4081154
CCC(C)OC(=O)C(C)O,8.944795,5.0326505
CCC(C)(CCC=C(C)C)O,9.266234,6.9509053
CCC(C)CCCC(C)(C)O,9.278817,6.414268
CC1=CCC(CC1)C(C)CO,9.850664,6.785931
CCC(C)CC(CC)O,8.824962,5.6430836
CCC(CCC(C)C)O,9.071123,5.8802443
CCCCCC1COCCC1OC(=O)C,8.698061,5.4565253
COC(=O)C1C(O1)C2=CC=CC=C2,10.812851,4.7075744
CC(C)CCOC(=O)C(C)O,9.086788,6.0553265
CC1=CC(=CC=C1)COC(=O)C,10.97475,4.7123632
CC1=CC=CC=C1COC(=O)C,11.000191,4.7364388
CCOC1=CC=CC=C1OC,10.7688265,4.9910693
CCCC1=NC=CS1,9.057487,5.083809
C=CCCCN=C=S,8.684,5.038027
CCCC1=NC=CN=C1,8.988857,4.996771
CCCCC(=O)OC(C)C,8.746716,5.43006
CCCCCCCC=CCO,8.575332,5.610814
CCSCCCO,8.56249,5.5105724
CCCCCCC1=CC=CS1,8.813465,5.396656
CCCCCCCCC(OC)OC,8.682414,5.4492345
CCC=CCCC(=O)C,8.875042,5.8140206
CC(CCC=C(C)C)OC(=O)C,9.233778,6.7631016
CC(=O)CC(C)(C)S,9.084397,5.825747
CC1=CCCC(C1=O)(C)C,10.580097,4.555663
CCC(=O)C(OCC)OCC,8.931406,4.6693187
CCCCCOC(=O)CCC(=O)C,8.817849,5.416652
CCCCCCOC(=O)CC,8.629382,5.4397173
CCC(=O)OC(C)(C)C,8.991157,4.9336066
CCC(=O)OCC(=C)C,8.977073,5.911712
CC(C)OC(=O)CCC(=O)C,8.737852,5.0481215
CCCCCC(CC)OC(=O)CCC,8.703115,5.400679
CC(C)C1=CC(C(CC1)(C)C=C)C(=C)C,10.121108,4.2926693
CCCC(CC(=O)OC)OC(=O)C,8.88216,5.487235
CCCC(CC(=O)OCC)OC(=O)C,8.852291,5.2711596
CCCCCC1C=CC(=O)O1,8.787789,5.686871
CCCCCCC(C=C)O,8.715206,5.532769
CC(=O)CC(=O)OCCOC,8.9625225,5.3200755
CCCC(=O)OCCOC1=CC=CC=C1,9.078151,5.647711
CC(OCC1=CC=CC=C1)OCC2=CC=CC=C2,11.043713,4.8193836
CCC(=O)C1=C(C=CO1)C,10.782505,4.7472663
CC(C)CC(=O)SC,9.038802,4.9980083
C1=CC=C(C=C1)CCCOC(=O)C2=CC=CC=C2O,10.917086,4.740574
CCCCCC(CCO)O,8.61635,5.529678
CC(CC(=O)O)CC(C)(C)C,8.54305,4.335294
CCOC(=O)C(C)SSC,8.843753,4.7310133
CC1(C2CCC(C1C2)(C)S)C,9.599946,6.8508134
CCCCCC(C(=O)C)C(=O)OCC,8.829483,5.171892
CCCCCCCCC(C(=O)C)C(=O)OCC,8.765907,5.4728017
CCCCCCCCCCCCCC(=O)OCC(C)C,8.58934,5.6099286
CC(=O)C1CCCC(C1)(C)C,10.70081,4.416789
CCOC(C)OC(C)C,9.005551,5.6646595
CC(=C)C1CCC2(C(C1)O2)C,9.503186,5.9205146
CC1(C2CC1C3(C(C2)O3)C)C,9.496176,7.518614
CC(C)(CCCC1=CCC(CC1)C=O)O,9.143055,5.804996
CCC(C)C(=O)OCC1=CC=CC=C1,10.787336,4.67171
CCCCCCCOC(=O)CC(C)C,8.760009,5.4691057
CC(C)CCOCCC1=CC=CC=C1,10.660081,4.9064083
CC(=CCC(C)(C=C)C=O)C,9.279833,6.843121
CCC=CC=CC=CC=O,8.680773,5.554079
CC(=C)[C@@H]1C[C@@H](CC[C@@]1(C)C=C)C(C)(C)O,9.289629,7.75809
CCC1OCC(O1)C,9.060496,5.946852
CC(C)CC(=O)OC(C)C1=CC=CC=C1,10.75391,4.768025
CCCCC(CC)COC(=O)CCS,8.698505,5.3855495
CC(C)CC(C(=O)O)O,8.205341,4.4105453
CC(C)C1CCC(=O)C=C1,9.6086035,7.8838654
CC(C)COC(=O)C(C)O,9.159416,5.529943
CCCOC(=O)C(C)O,9.085661,5.399884
CC(=O)OC[C@H]([C@H]([C@@H]([C@H](C=O)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C,8.7753725,7.0458865
CC(=O)O[C@@H]1C[C@@H]2CC[C@]1(C2(C)C)C,9.30765,7.8260813
CC1(C2CCC3(C1C2)CO3)C,6.318848,8.14119
C[C@@H]1CC[C@H]([C@H]2[C@]13[C@@H]2C(=C)CC3)C(C)C,9.324207,7.9858465
CCC1=C(C(=O)C(O1)C)O,10.337314,4.8754454
CC(=CCCC1=CCC(CC1)C=O)C,8.968944,5.5044513
CSCSSC,8.605326,5.277172
CC1C=C(CCC1C=O)C,10.198709,5.0313783
COC1=C(C=CC(=C1)CC=C)OCC2=CC=CC=C2,10.741078,4.819495
CCCCCC=CC(=O)OCCCC,8.614708,5.6087146
CCCC1C=CC(=O)O1,8.943769,5.6046615
CCOCC1=CC=C(C=C1)O,10.703392,4.862914
CCCCCCCCCC(=O)OCC=C,8.604936,5.5886674
CC1CCC2(O1)C(CCCC2(C)OC(=O)C)(C)C,9.517749,7.483295
CCCCCC1CC1C(=O)O,8.749338,5.624437
CCCCCCCCC(=O)OCCC1=CC=CC=C1,8.792591,5.579185
CC1COC(O1)C2=CC=C(C=C2)C,10.607492,4.79586
CCCC(=O)OC1CC2(CC[C@@H]1C2(C)C)C,9.55078,7.2267294
CC1=CCCC(C1C=O)(C)C,10.536755,4.791558
CC(=CCCC1(C2CC3C1(C3C2)C)C)C,9.720572,7.175684
C[C@@H]1CC[C@H]2[C@@H]1C3[C@H](C3(C)C)CC[C@]2(C)O,9.486562,8.058173
CC(COC(=O)C)O,8.789274,5.314698
CC[C@H](C)[C@H](C(=O)O)N,7.7425876,4.3739624
CC(=C)C1CCC(C(C1)O)(C)O,9.714197,4.1513114
CCCCCCCC=CC(=O)O,8.61707,5.6438417
CC(CO)C=C,8.884365,5.076002
CCCCC(CC)COC(=O)C1=CC=CC=C1,8.836921,5.5077357
CCCCCCCC(=O)OCC(C)OC(=O)CCCCCCC,8.638037,5.588861
CC1CCC2=C(C(=O)OC2C1)C,9.497969,7.883436
CCCCCCCC(=O)CCC1=CC(=C(C=C1)O)OC,8.995601,5.542632
C[C@@H](C(=O)OC)O,9.122848,4.6558013
CCCCCCCCCCCC(=O)OCCCCCC,8.489907,5.540695
C[C@@H]1CC[C@H]([C@@H](C1)OC(=O)C)C(=C)C,9.235468,7.4279966
CC1=CC(=C(C=C1)COC(=O)C)C,10.704901,4.885251
CCCC(=O)OC(C)C1CCCCC1,9.045096,5.084333
CCCCCCC1OC(C(O1)C)C,8.761327,5.4925294
CCCCOC(=O)COC(=O)CCC,8.745728,5.3319817
CCCOC(=O)C1=CC=CC=C1N,11.118019,4.5274825
COC1=CC(=CC(=C1O)C2=C(C(=CC(=C2)C=O)OC)O)C=O,10.760387,4.777629
CCOC(C1=CC2=C(C=C1)OCO2)OCC,10.418446,4.914274
CC1CC(OC(O1)CC2=CC=CC=C2)(C)C,10.441478,4.9463286
CC1OCC(O1)CO,9.116202,5.92507
CCCC(C)CC(=O)O,8.423753,5.396861
CCCCOC(=O)CC(C(=O)OCCCC)O,8.823718,5.335507
CCOC(=O)CC1(OCC(O1)C)C,9.255012,5.139987
C1CC(OC1)COC(=O)CC2=CC=CC=C2,10.493939,4.9101677
CCCCCCCCCC1OCC(O1)C,8.561426,5.643203
CCCCC(CC)COC(=O)CC,8.695354,5.470478
CCCCC(C(=O)C)C(=O)OCC,8.986738,4.889446
CC(C)CCCC(C)CCCC(=O)C,9.238112,7.0223775
CCCCOC(=O)C(C)CCC,8.778186,5.3905087
CCCCCOC(=O)C(C)CCC,8.789717,5.394134
CCCCC(CC)COC=O,8.68295,5.5540786
CCCCCCCCC1OCC(O1)C,8.592073,5.6989293
CC1=CC=C(C=C1)CC(C)C=O,10.8796625,4.7234282
CCC(C(=O)CC)O,8.927708,4.920562
CC1COC(O1)CC2=CC=CC=C2,10.440609,4.9194975
CC1CC=C(CC1C=O)C,9.61829,7.798813
CCCCCCCCCCCCCC(=O)OCCC(C)C,8.586498,5.5893483
CCCCCOC(=O)CC(C)C,8.7691,5.4095893
COC(CCC1=CC=CC=C1)OC,10.77898,4.6827273
CCCCCCCCCC=CC(=O)O,8.632451,5.612124
C1CCC(CC1)OC(=O)CC2=CC=CC=C2,10.65338,5.033624
CC1COC(O1)C2=CC=CO2,9.209491,6.3310895
CCCCCC1C(CC(=O)O1)C,8.923085,5.54752
CCCCCCC=CC(=O)O,8.606976,5.6713405
CCCCCCCCCCCCC1CCC(=O)O1,8.648395,5.642386
CC(C1OCCO1)C2=CC=CC=C2,10.797468,4.7248163
CCCCCC(C)OC(=O)CCCCC,8.699934,5.5159903
CCC(C)COC(=O)C(C)C,8.913813,5.5689836
CCOC(C)OC(=O)C,8.846467,5.3077273
CCCCCCC(C)OC(=O)C,8.761451,5.550726
CC(COC(=O)CC1=CC=CC=C1)O,10.920812,4.725088
CC(C(=O)OCC1=CC=CC=C1)O,10.989359,4.591208
CC1COC(O1)C2=CC=C(C=C2)OC,10.484533,4.823368
CCC1(OCC(O1)C)C,9.1328745,4.7063894
CC(CCCC(C)(C)O)CC=NC1=CC=CC=C1C(=O)OC,10.704684,4.7377777
CCCC1OCC(O1)C,8.949218,5.948213
C=CCSCC(C(=O)O)N,8.008797,4.221
CC1CCOC1=O,9.931388,4.800658
C1C(SCC(S1)O)O,8.739102,4.9469857
CC(CCCC(C)C=O)CCC=C(C)C,9.214549,7.045172
CC1COC(O1)C(C)C,9.184202,5.937463
CC(=O)C1CCCC1=O,10.403844,4.7281075
CC(=O)OC1CC2CC1C3C2CC=C3,9.792939,7.4133334
CCCCCOC(=O)CC1=CC=CC=C1,9.012084,5.5069394
CCCSCC=C,8.674794,5.951069
C1=CC=C(C=C1)C(=O)C(O)O,11.047889,4.53223
CCOC(=O)C(C)C1=CC=CC=C1,10.990149,4.6918263
CC(=C)C1CC2C(O2)(C(=O)C1)C,10.362392,5.04119
CCCOC1=NC(=CN=C1)C,11.19615,4.2553873
CCCCCOC(=O)C1=CC=CC=C1N,11.014389,4.680047
CC(C(=O)O)SC,8.270495,4.160338
CC1COC(O1)CCSC,9.189072,5.7716475
C1CCCCCC(CCCCC1)OC=O,8.723145,5.3816175
CC(C)C1=CC=C(C=C1)COC(=O)C,10.7768345,4.820717
CC1=NC=CN=C1SCC2=CC=CO2,11.448269,4.464679
CC1=CN=C(C=N1)SCC2=CC=CO2,11.416187,4.472967
CC1=CN=CC(=N1)SCC2=CC=CO2,11.421882,4.4616466
CCCC1CCOC(S1)C,8.825169,5.437208
CC(C)C(=O)OC(C)(C)CC1=CC=CC=C1,10.756521,4.738922
CCCCC(=O)OCC(C)O,8.734586,5.409958
CC1(CCCC(C1=O)(C)O)C,9.56986,4.26605
CC1COC(O1)C2=CC3=C(C=C2)OCO3,9.913335,6.5829067
CCCCCOC(=O)C(C)O,8.790855,5.342211
C1OC2=C(O1)C=C(C=C2)COC=O,10.396778,4.9498763
C1CCC(CC1)OC(=O)C2=CC=CC=C2O,10.798646,4.9294205
CCCCCCCCCCCC(=O)OCC(C)C,8.543316,5.5491853
CCCCCCCCCC(OCC)OCC,8.708398,5.3941483
CCCCCCCC(OCC)OCC,8.707378,5.33638
CCOC(=O)C1=CC=CC=C1NC,11.062408,4.636309
CCC(C)(C(=O)OCC)O,9.0893955,4.551182
CC1CC(C=C(C2C1CC(=C(C)C)C2)C)O,10.32844,5.3192587
CC(OCCC1=CC=CC=C1)OCCC2=CC=CC=C2,10.803426,4.6993694
CC(=O)OCCC1=CCC2CC1C2(C)C,9.550519,8.044111
C[C@H](CCC=C(C)C)CCO,9.29701,7.4784145
CC1=CC[C@H](C[C@H]1OC(=O)C)C(=C)C,9.149154,7.555679
CCCCC(CC)C(=O)OC,8.609535,5.5382776
CCCCCCC(C)CO,8.698684,5.523813
CC(CCC=C(C)C)CC(OC)OC,9.229716,6.9234
CCCCC(C)C=O,8.782936,5.520738
CC1(CCC(=O)O1)C=C,10.371604,4.9072185
CC(=O)OC1CC2CC(C1=C)C2(C)C,10.336457,5.156807
CC1(CCC=C2C13CCC(C3)C2(C)C)C,9.653504,7.330657
CC1CCC(C(C1)OC(=O)CC2=CC=CC=C2)C(C)C,10.588448,4.711278
CC1=CC(C(CC1)C(C)C)OC(=O)C,10.579948,5.115719
CC(CCCC(=O)C)CCC=C(C)C,9.227583,7.0315294
CC(=CCCC(C)(C1CO1)O)C,9.171985,6.03227
CC1CCC(C(C1)OC)C(C)C,10.173824,4.150958
CC1(C2CC1C(=C)C(C2)O)C,9.325988,5.43127
CC1=CC(C(CC1)C=O)(C)C,9.733325,3.9296398
CC1CCC(C(C1)OC=O)C(C)C,9.707607,5.069219
CC(C(C)(OC)OC)O,8.882802,4.5329356
CCC(C)SC(=O)CC(C)C,9.128566,4.202032
CCC(C)COC(=O)CC,8.732898,5.497921
CCC(C)C(=O)OCC(C)C,8.890815,5.2816243
CCCCCCC1C=CC(=O)O1,8.734471,5.676356
CCC(=O)C(C)CC=C(C)C,9.266511,7.176789
CCCC(C)C(=O)C,8.802654,5.476089
CCOC(C)OCCC1=CC=CC=C1,10.637305,4.917222
CCCCCC(=O)OCC(C)CC,8.788807,5.54713
CCCCCC1C(CCC1=O)CC(=O)OC,8.860821,5.618935
CCCCC(CC)C(=O)OCC,8.6426525,5.5079007
CC1C(OC(O1)C)C,8.898396,5.2115192
CCC1CCCC(=O)O1,8.813914,5.549261
CC1COC(O1)C,9.022014,5.716696
CCCCCC(=O)OC(C)C1=CC=CC=C1,8.921734,5.4291635
C[C@H](C1=CC=CC=C1)N(C)C,10.998862,4.6848574
CCC(=O)OCCCCCCC(C)C,8.710022,5.5175776
CC1=CCCC(C1C(C)CCC=O)(C)C,9.598328,6.759896
CCOCC1=NC=CN=C1,11.342683,4.4615393
CCC(C)COC(=O)C1=CC=CC=C1,10.6946,4.729854
CCOC(=O)C1C(O1)C2=CC=C(C=C2)C,10.7895565,4.6743536
CC(C(=O)C)SC,8.8846245,4.234337
CC1CC(C=C2C1(CC(CC2)C(=C)C)C)O,10.389378,4.6997595
CC(CCCC(C)(C)OC(=O)C)C=C,9.217712,6.545482
CC(C(=O)OC)S,10.969853,4.4777327
CCCCCCCCCCOC(=O)CCCCC,8.606107,5.49214
CCCCCCCCCCC(OC)OC,8.632185,5.531886
CCOC1=NC(=CN=C1)C,11.516995,4.4043036
CCCCCCCCCOC(=O)CC,8.606735,5.5546017
CCCCCCCCCCC(OCC)OCC,8.6281805,5.457824
CCCCCCCCCCCC(OCC)OCC,8.59709,5.4505734
CCCCCCCCOCC=O,8.577991,5.5467553
CC1=C(SC(=N1)CC(C)C)C,11.785177,4.5163317
CCCC1=NC(=C(O1)C)C,11.560654,4.7120333
CC1=CN=C(C(=N1)C)C(=O)C,11.328719,4.2541304
CCOCC1=CC=CC=C1OC,10.503724,5.139927
CC1=C(C(CCC1=O)(C)C)CCC=C,10.531217,4.961071
CCC1=CC=C(C=C1)CC(C)(C)C=O,10.5757475,4.8810554
CC(C)(C)C(=O)OCCC1=CC=CC=C1,10.729443,4.655763
CCC(=O)OC(C)(C)CC1=CC=CC=C1,10.499191,4.8299356
CCCC(=O)OC1=C(OC=CC1=O)C,9.586685,5.7410364
CCOC(CCCCCC(C)C)OCC,8.700435,5.426998
CC(C)C1=NC=CN=C1SC,11.392869,4.5220757
CC(C)(C=O)SSC,8.893764,4.3272614
CCC1=CN=C(C=N1)OC,11.392384,4.272698
CC(C)CCOC(=O)CC(C(=O)OCCC(C)C)S,8.795697,5.029802
CC(CCOC=O)CC(C)(C)C,9.209313,5.963045
CC(C)CCOCC(=O)OCC=C,8.791652,5.3521495
CCC(C)COCC(=O)OCC=C,8.831819,5.4203777
CCCCCCC1C(CC(=O)O1)C,8.83519,5.5542836
CC(=CCC(C)(C)C(OC)OC)C,9.8537655,4.9069185
CCCCCCCCCC(C)C(OCC)OCC,8.688185,5.4460063
CC(CCCC(C)(C)O)CC(N1C=CC2=CC=CC=C21)N3C=CC4=CC=CC=C43,11.006389,4.585738
CC1CC(CC(C1)(C)C)OC(=O)C,9.564862,5.4858427
CCC1(C(C2CCC1(C2)C)(C)C)O,9.118778,5.601193
CCCCCOC(=O)C(C)CC,8.822113,5.2721043
CC1CCC2C13CC(C2(C)C)C(=C(C3)C(=O)C)C,9.649831,7.9439073
CC1CCC(CC2=C1CCC2C)C(=C)C,9.571966,7.5863233
CC(CS)C(=O)OC,8.457631,4.566378
CC1CC(OC(O1)C)(C)C2=CC=CC=C2,10.189762,5.3357787
CC1=CC(=O)[C@H](CC1)C(C)C,10.646854,5.20192
CCCCCCOC(C)OCC,8.648739,5.6419454
CC(=C)C1C(C(CCC1(C)C=C)COC(=O)C)(C)C,9.4990225,6.4725556
CC1N=C(CS1)C,11.075883,4.335306
CCCCCCC(CC)OC(=O)C,8.700601,5.3469157
CCCCCCCCC=CC=CC=O,8.602828,5.592104
CCCCCCCCC(OCC)OCC,8.6528015,5.4456244
CC1=CC(=C(O1)C)SC(=O)C,10.883791,4.931445
CC1=C(C=CO1)SC(=O)C,10.7736845,4.864524
C1=CC=C(C=C1)CCCOC(=O)CCC2=CC=CC=C2,10.858886,4.6382256
CCCCCCCCCC(=O)OCCCCCCC,8.600347,5.5590115
CCCCCCCCC(=O)OCCCCC,8.586083,5.5368896
CCCCCCCCCC(C)C(OC)OC,8.645641,5.574248
CC(C)CCCC(C)CCOC=O,9.275546,6.9308224
CC1COC(O1)(C)CCC=C(C)C,9.294555,6.985468
CC1CCC(C(C1)OC(=O)C(C)C)C(C)C,9.816575,4.939082
CC1CCC2CC1SC2(C)C,9.507198,7.778331
CC1CCC(C(C1)C)CO,9.478217,4.51371
CC1COC(O1)C2=CC(=C(C=C2)O)OC,10.438349,4.8778806
CCOC1=C(C=CC(=C1)C2OCC(O2)C)O,10.385836,4.9284244
CC(CCC=C(C)C)CCOC(=O)C1=CC=CC=C1N,9.377854,6.5920897
CCCCCC(=O)OC1=CC=C(C=C1)C,9.7814045,5.286149
CCCC(=O)OC1=C(CCC1=O)C,9.376769,6.71278
CC(=CCOC=O)C,8.929468,5.5256643
CCC(=O)OC1=C(OC=CC1=O)C,9.534485,6.0024276
CC1(C2CCC(C2)(C1OC=O)C)C,9.703117,6.580281
CC1=CC=C2C(CCCC2(O1)C)(C)C,10.484685,4.9143276
CCCCC(C)OC(=O)C,8.804518,5.5738807
CC(C)CCCC(C)CC=O,9.224921,7.0441175
CCCC(=O)OC1CC(CCC1C(C)C)C,9.025929,5.4980454
CCCCCC(=O)OC1CC(CCC1C(C)C)C,8.835796,5.4437304
CC1(C2CCC(C1C2)CS)C,9.691761,6.864467
CCOC(C)OCC(C)C,8.967935,5.666183
CCCCC(CC)CS,8.693512,5.3642507
CCCCCC(CC(=O)OCC)O,8.608784,5.6108193
CCCCCCCCCCCC1CCCC(=O)O1,8.651874,5.552485
CCCCCCCCC1CCCC(=O)O1,8.682192,5.5936284
CC1=CCC(CC1)C(C)(C)OC(=O)C,10.136973,5.0783215
CC(C)CC(=O)OCCC(C)CCC=C(C)C,9.24563,7.073307
CC(C)CCCCCCC(=O)O,8.5658,5.603444
CC(=O)CCO,8.932812,5.31197
C=CCOC(=O)COC1CCCCC1,8.890174,5.2275596
CC(C)CC(=O)OCC1=CC=C(C=C1)O,10.842123,4.7581434
CCC(=O)OCC(C)OC(=O)CC,8.834864,5.415861
CCOC(=O)C(CC(C)C)O,8.857691,4.7393117
CCCCC(=O)OC(C)(CCC=C(C)C)C=C,9.20871,7.0120716
CC(C)CCCCCCCOC(=O)C,8.727062,5.4935794
CCOC(CCCCC(C)C)OCC,8.809065,5.3584313
CCC(C)COC(=O)CC1=CC=CC=C1,10.826374,4.617766
CC(CCCC(C)(C)OC)C=O,8.922833,4.7911143
CCC=CCCC1CCC(=O)O1,8.820276,5.763654
CCCCCCC(CCOC(=O)C)OC(=O)C,8.899993,5.674477
CCCCCCCCCC(=O)OCCC1=CC=CC=C1,8.658109,5.558992
COCC1=NC=CN=C1,11.218172,4.5075665
CCC(C)COC(=O)C=C(C)C,9.257426,6.6114945
CC1CC(CO1)(C)C2=CC=CC=C2,10.275663,5.15861
CCCCCC(=O)OCCC(C)CCC=C(C)C,9.205052,6.9719424
CCCCCCC1CCCC1=O,8.793596,5.5197883
CCCCCOC(C)OCC,8.641527,5.434978
